experiment_id,run_id,timestamp,dataset_name,fold_id,split_name,model_key,model_id,backend,prompt_type,ruleset,few_shot_example_ids,generation_config,sample_id,source_text,reference_text,generated_text,prompt_text,inference_seconds,status,error_message,metrics,idFinal,grupo,motivo,lex
exp_refinement_m20_20260321_171527,aed67dfd-6c02-49e1-af65-fa8504d45570,2026-03-21T17:23:48.229512,muestra_20_refinamiento,,refinement,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.1, 'max_new_tokens': 256}",3627,Muestra lo que la empresa gana o pierde en un período y explica mediante la fórmula de «ingresos  (costos + gastos)» cómo se ha producido ese resultado.,Presenta las ganancias o pérdidas de la empresa en un período. Y explica cómo se dio ese resultado.,La empresa ganó o perdió dinero en un período determinado. Esto se logra mediante una fórmula simple: ingresos menos costos y gastos.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Muestra lo que la empresa gana o pierde en un período y explica mediante la fórmula de «ingresos  (costos + gastos)» cómo se ha producido ese resultado.

Versión simplificada:",8.1195,success,,{},725_LibroUAC_Sincopyright.pdf,C_estructurales,Explicación con fórmula verbal.,1
exp_refinement_m20_20260321_171527,b543e580-19f8-41b6-9c45-e9d2ce8f6290,2026-03-21T17:23:56.485091,muestra_20_refinamiento,,refinement,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.1, 'max_new_tokens': 256}",3206,"Así como el estado de resultados se orienta a mostrar la solvencia de la operación, el EFE se orienta a analizar la liquidez de la misma (Ross, Westerfield, & Bradford, 2018).",El estado de resultados evidencia la solvencia de la operación. El estado de flujo de efectivo analiza la liquidez de la operación.,Muestra la solvencia de una empresa y analiza su capacidad para pagar sus deudas.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Así como el estado de resultados se orienta a mostrar la solvencia de la operación, el EFE se orienta a analizar la liquidez de la misma (Ross, Westerfield, & Bradford, 2018).

Versión simplificada:",7.2176,success,,{},1255_LibroUide_Sincopyright.pdf,C_estructurales,Dos conceptos técnicos en una sola oración.,1
exp_refinement_m20_20260321_171527,22674844-1708-4b40-ac0d-7ce547581aa9,2026-03-21T17:24:03.833005,muestra_20_refinamiento,,refinement,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.1, 'max_new_tokens': 256}",329,"Arancel: tarifa oficial que determina los derechos que se deben pagar en varios ramos, como el de costas judiciales, aduanas, ferrocarriles, etc. Tasa, valoración, norma, ley.","El arancel es una tarifa oficial y determina los derechos a pagar en varios sectores, como costas judiciales, aduanas, ferrocarriles, entre otros. También se le llama tasa, valoración, norma o ley.","Impuesto: una cantidad de dinero que se debe pagar por ciertas cosas, como procesos legales o importaciones, según las reglas establecidas.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Arancel: tarifa oficial que determina los derechos que se deben pagar en varios ramos, como el de costas judiciales, aduanas, ferrocarriles, etc. Tasa, valoración, norma, ley.

Versión simplificada:",8.0625,success,,{},17510_LibroBAC.pdf,C_estructurales,Definición tipo glosario.,1
exp_refinement_m20_20260321_171527,d7f46a79-24d1-4b49-b18d-709c1c620b34,2026-03-21T17:24:12.039765,muestra_20_refinamiento,,refinement,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.1, 'max_new_tokens': 256}",3481,"En sus comienzos cada moneda valía alrededor de $300, a fines de 2019 llega a $15.000 y continúa con alzas y bajas.","Al inicio, cada moneda valía casi trescientos pesos. A fines de dos mil diecinueve llegó a quince mil pesos. Sigue con alzas y bajas.",Cada moneda valía inicialmente alrededor de $300. Luego subió a $15.000 en diciembre de 2019 y siguió cambiando de precio.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
En sus comienzos cada moneda valía alrededor de $300, a fines de 2019 llega a $15.000 y continúa con alzas y bajas.

Versión simplificada:",8.6574,success,,{},130_LibroUAC_Sincopyright.pdf,C_estructurales,Evolución temporal con cifras.,1
exp_refinement_m20_20260321_171527,4c798c83-bee0-44c0-abb9-ba92d349dbc4,2026-03-21T17:24:20.846192,muestra_20_refinamiento,,refinement,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.1, 'max_new_tokens': 256}",3703,"La Ley N.133 de febrero 2019 indica que la tasa de retención aumentará progresivamente, de 10 % en 2018 hasta llegar a 17 % en 2028.",Según la Ley ciento treinta y tres de febrero dos mil diecinueve indica que la tasa de retención aumentará progresivamente. De diez por ciento en dos mil dieciocho hasta llegar a diecisiete en dos mil veintiocho.,La tasa de retención aumentará gradualmente desde el 10% en 2018 hasta alcanzar el 17% en 2028.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
La Ley N.133 de febrero 2019 indica que la tasa de retención aumentará progresivamente, de 10 % en 2018 hasta llegar a 17 % en 2028.

Versión simplificada:",7.468,success,,{},884_LibroUAC_Sincopyright.pdf,C_estructurales,Ley + fechas + porcentaje.,0
exp_refinement_m20_20260321_171527,3ff53fb2-8e88-43d0-b509-5b5d1686dcda,2026-03-21T17:24:28.459597,muestra_20_refinamiento,,refinement,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.1, 'max_new_tokens': 256}",224,"Antes de adquirir un crédito y por consiguiente una deuda, hágase las siguientes preguntas: ¿Realmente necesito este artículo ahora o puedo esperar hasta ahorrar el dinero necesario para adquirirlo?, ¿Puedo calificar para el crédito?, ¿Cuál es la tasa de interés?, ¿Hay costos adicionales?, ¿Cuánto es el pago mensual y cuándo se vence?, ¿Tengo capacidad financiera para afrontar el crédito  Puedo pagar el crédito?, ¿Qué pasaría si no realizo los pagos a tiempo?, ¿Cuál sería el costo extra por utilizar el crédito?, ¿Qué tengo que sacrificar para pagar el crédito (costo de oportunidad)? , Tomando en cuenta todo lo anterior, ¿vale la pena utilizar el crédito?","Hágase las siguientes preguntas antes de adquirir un crédito: ¿necesito este artículo ahora o puedo esperar hasta ahorrar el dinero para adquirirlo? ¿Califico para el crédito? ¿Cuál es la tasa de interés? ¿Hay costos adicionales? ¿Cuánto es el pago mensual y cuándo vence? ¿Puedo pagar el crédito? ¿Qué pasaría si no pago a tiempo? ¿Cuál sería el costo extra por utilizar el crédito? ¿Qué debo sacrificar para pagar el crédito? Según todo lo anterior, ¿utilizar el crédito es conveniente?","Antes de tomar un préstamo y comprometerme a pagar una deuda, hazte las siguientes preguntas: ¿Necesito esto ahora o puedo ahorrar para comprarlo? ¿Puedo obtener el préstamo? ¿Cuánto me costará? ¿Hay gastos extras? ¿Cuánto tengo que pagar cada mes y cuándo vence? ¿Tengo suficiente dinero para pagar el préstamo? ¿Qué pasaría si no pago a tiempo? ¿Valdrá la pena tomar el préstamo después de considerar todo esto?","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Antes de adquirir un crédito y por consiguiente una deuda, hágase las siguientes preguntas: ¿Realmente necesito este artículo ahora o puedo esperar hasta ahorrar el dinero necesario para adquirirlo?, ¿Puedo calificar para el crédito?, ¿Cuál es la tasa de interés?, ¿Hay costos adicionales?, ¿Cuánto es el pago mensual y cuándo se vence?, ¿Tengo capacidad financiera para afrontar el crédito  Puedo pagar el crédito?, ¿Qué pasaría si no realizo los pagos a tiempo?, ¿Cuál sería el costo extra por utilizar el crédito?, ¿Qué tengo que sacrificar para pagar el crédito (costo de oportunidad)? , Tomando en cuenta todo lo anterior, ¿vale la pena utilizar el crédito?

Versión simplificada:",14.0757,success,,{},11653_LibroBAC.pdf,D_complejos,Lista de preguntas,0
exp_refinement_m20_20260321_171527,7e887d1a-585c-4c3f-bb06-80b7a7923f95,2026-03-21T17:24:42.676503,muestra_20_refinamiento,,refinement,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.1, 'max_new_tokens': 256}",1765,"Thomas Mun fue el mejor exponente de las ideas predominantes en los siglos XV y XVI y en una serie de sesudas admoniciones aconsejaba a la gente cultivar las tierras baldías, reducir el consumo de géneros extranjeros y los frívolos cambios de moda; procurar mantener en alza los precios de los artículos vendibles al extranjero y reducirlos cuando sostuvieran una competencia eficaz, además de otras medidas relacionadas con fletes, embodegamiento de mercancías, etc.","Thomas Mun fue el mejor exponente de las ideas predominantes en los siglos quince y dieciséis. Él aconsejaba a las personas cultivar las tierras baldías, reducir el consumo de mercancía extranjera y no seguir los superficiales cambios de moda. También aconsejaba mantener los precios en aumento de los artículos vendibles al extranjero y reducirlos cuando tuvieran una competencia eficaz. Además, sugería otras medidas relacionadas con fletes, almacenamiento de mercancías, etcétera.","Thomas Mun recomendaba a la gente cultivar tierras desiertas, comprar menos productos extranjeros y no cambiar de moda tan rápido. También sugería mantener los precios altos para vender cosas al exterior y reducirlos cuando hubiera competencia efectiva.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Thomas Mun fue el mejor exponente de las ideas predominantes en los siglos XV y XVI y en una serie de sesudas admoniciones aconsejaba a la gente cultivar las tierras baldías, reducir el consumo de géneros extranjeros y los frívolos cambios de moda; procurar mantener en alza los precios de los artículos vendibles al extranjero y reducirlos cuando sostuvieran una competencia eficaz, además de otras medidas relacionadas con fletes, embodegamiento de mercancías, etc.

Versión simplificada:",9.5555,success,,{},5125_LibroBAC.pdf,D_complejos,Texto histórico-conceptual denso.,1
exp_refinement_m20_20260321_171527,946e1694-cea4-4740-8d44-e7d1d78c6c59,2026-03-21T17:24:52.380266,muestra_20_refinamiento,,refinement,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.1, 'max_new_tokens': 256}",3508,"El modelo económico que prevalece en el mundo occidental, desde la segunda mitad del siglo XX, es el de la economía de mercados cuyos principales exponentes fueron el economista austríaco, Friedrich von Hayek, y el estadounidense Milton Friedman, ambos defensores del liberalismo económico, modelo ideológico que nació en la denominada «escuela austríaca», a comienzos del 1900, y que posteriormente fue adoptado y expandido por la Universidad de Chicago.",El modelo económico sobresaliente en Occidente es el de la economía de mercados. Sus promotores fueron El austríaco Friedrich von Hayek y el estadounidense Milton Friedman. Quienes defendían el liberalismo económico surgido de la escuela austriaca a comienzos de mil novecientos.,"El modelo económico más común en Occidente desde mediados del siglo XX es el de economía de mercado. Dos de sus principales defensores son Friedrich von Hayek, un austríaco, y Milton Friedman, estadounidense, ambos partidarios del liberalismo económico.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
El modelo económico que prevalece en el mundo occidental, desde la segunda mitad del siglo XX, es el de la economía de mercados cuyos principales exponentes fueron el economista austríaco, Friedrich von Hayek, y el estadounidense Milton Friedman, ambos defensores del liberalismo económico, modelo ideológico que nació en la denominada «escuela austríaca», a comienzos del 1900, y que posteriormente fue adoptado y expandido por la Universidad de Chicago.

Versión simplificada:",10.1863,success,,{},203b_LibroUAC_Sincopyright.pdf,D_complejos,Texto ideológico/económico más cargado.,1
exp_refinement_m20_20260321_171527,d574b52d-009a-4071-aef4-4c93b297f31e,2026-03-21T17:25:02.710978,muestra_20_refinamiento,,refinement,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.1, 'max_new_tokens': 256}",2523,"Además de tus datos personales (nombre, dirección, fecha de nacimiento, número de Seguro Social) y tu información laboral, el informe contiene: tu nivel de endeudamiento; si hiciste los pagos en fecha; si tienes algún préstamo para el que no hayas hecho ningún pago; cuánto tiempo has usado crédito; el monto de crédito que tienes a disposición; el monto de crédito que estás usando en todas tus cuentas de crédito; si alguna de tus cuentas se ha pasado a cobros; si te has declarado en quiebra en los últimos 7 a 10 años; si te han embargado; si tienes facturas impagas, por ejemplo, facturas de servicios públicos o de gastos médicos; consultas sobre tu crédito realizadas por terceros (por ejemplo, arrendadores y entidades crediticias a quienes les solicitaste crédito).","El informe contiene tus datos personales, tu información laboral, tu nivel de endeudamiento. Si hiciste los pagos puntualmente. Si no has pagado algún préstamo. El tiempo de tener crédito y el monto. Si alguna de tus cuentas se ha pasado a cobros. Si te has declarado en quiebra en los últimos siete o diez años. Si te embargaron, entre otros.","El informe contiene información personal como nombre, dirección y fecha de nacimiento. También incluye detalles laborales y financieros como:

* Nivel de endeudamiento
* Pagos en tiempo
* Préstamos pendientes sin pago
* Tiempo usando crédito
* Monto disponible de crédito
* Monto actualmente usado en cuentas de crédito
* Cuentas pasadas a cobros
* Quiebra declarada en los últimos 7-10 años
* Embargos realizados
* Facturas impagas, como servicios públicos o gastos médicos
* Consultas sobre tu crédito realizadas por terceros.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Además de tus datos personales (nombre, dirección, fecha de nacimiento, número de Seguro Social) y tu información laboral, el informe contiene: tu nivel de endeudamiento; si hiciste los pagos en fecha; si tienes algún préstamo para el que no hayas hecho ningún pago; cuánto tiempo has usado crédito; el monto de crédito que tienes a disposición; el monto de crédito que estás usando en todas tus cuentas de crédito; si alguna de tus cuentas se ha pasado a cobros; si te has declarado en quiebra en los últimos 7 a 10 años; si te han embargado; si tienes facturas impagas, por ejemplo, facturas de servicios públicos o de gastos médicos; consultas sobre tu crédito realizadas por terceros (por ejemplo, arrendadores y entidades crediticias a quienes les solicitaste crédito).

Versión simplificada:",15.6278,success,,{},282a_LibroNEFE_Sincopyright.pdf,D_complejos,Enumeración larga con información personal/crediticia.,0
exp_refinement_m20_20260321_171527,a7b83575-3d4b-449e-ab67-e5d0516af5fe,2026-03-21T17:25:18.481225,muestra_20_refinamiento,,refinement,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.1, 'max_new_tokens': 256}",3690,"La clasificación y las tasas de la ley de renta vigente durante 2019 se resumen a continuación: categorías del impuesto a la renta categorías tipos de rentas tasas de impuesto afecta a primera categoría rentas del capital tasa general de 25 % o 27,5 % las utilidades de empresas e inversiones de personas segunda categoría rentas del trabajo progresiva por tramos(desde 0 % a 40 %)los ingresos de trabajadores dependientes y pensionados impuesto global complementario suma de todas las rentas progresiva por tramos (desde 0 % a 40 %),menos los impuestos de primera y segunda categorías pagados todas las rentas (del capital y del trabajo) de las personas 
impuesto adicional rentas de no residentes (extranjeros)tasa de 35 % las transferencias fuera del país.","A continuación, resumimos la clasificación y las tasas de la Ley de Renta vigente en dos mil diecinueve: Categorías del impuesto a la renta.                        Primera categoría tiene una tasa general de veinticinco o veintisiete coma cinco por ciento de las ganancias de empresas e inversiones de personas. Segunda categoría son las rentas del trabajo progresivo por tramos desde cero a cuarenta por ciento. Los ingresos de trabajadores dependientes y pensionados.                                              El impuesto global complementario es la suma de todas las rentas progresiva por tramos menos los impuestos de primera y segunda categorías pagados.  El impuesto adicional de rentas de extranjeros tiene una tasa de treinta y cinco por ciento las transferencias fuera del país.","La ley de renta para 2019 tiene tres categorías:

* Primera categoría: Rentas del capital, con un impuesto del 25% o 27.5%.
* Segunda categoría: Rentas del trabajo, con un impuesto progresivo que va desde el 0% hasta el 40%. Esto afecta a trabajadores dependientes y pensionados.
* Tercera categoría: Impuesto adicional para rentas de no residentes (extranjeros), con un impuesto del 35%.

En resumen, la ley de renta tiene tres tipos de impuestos que se aplican según la fuente de la renta.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
La clasificación y las tasas de la ley de renta vigente durante 2019 se resumen a continuación: categorías del impuesto a la renta categorías tipos de rentas tasas de impuesto afecta a primera categoría rentas del capital tasa general de 25 % o 27,5 % las utilidades de empresas e inversiones de personas segunda categoría rentas del trabajo progresiva por tramos(desde 0 % a 40 %)los ingresos de trabajadores dependientes y pensionados impuesto global complementario suma de todas las rentas progresiva por tramos (desde 0 % a 40 %),menos los impuestos de primera y segunda categorías pagados todas las rentas (del capital y del trabajo) de las personas 
impuesto adicional rentas de no residentes (extranjeros)tasa de 35 % las transferencias fuera del país.

Versión simplificada:",15.6618,success,,{},843_LibroUAC_Sincopyright.pdf,D_complejos,Tabla/ley/tasas/categorías,0
exp_refinement_m20_20260321_171527,0bf32884-e640-407e-a47d-59177f91248a,2026-03-21T17:25:34.281427,muestra_20_refinamiento,,refinement,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.3, 'top_p': 0.9, 'repetition_penalty': 1.15, 'max_new_tokens': 256}",2088,La comunidad humana más antigua ha sido denominada horda primitiva.,La comunidad humana más antigua se llamó tribu.,La comunidad humana más antigua se llama horda primitiva.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
La comunidad humana más antigua ha sido denominada horda primitiva.

Versión simplificada:",7.5021,success,,{},1872_LibroBAC.pdf,A_cortos,"Muy corto, sustitución léxica clara.",1
