row_id,prompt_family,owner,model_key,config_label,ruleset,source_text,reference_text,generated_text,sari,bertscore_f1,rougeL_f,compression_ratio_eval,exact_copy,system_family,system_name,bleu,rouge1_f,rouge2_f,fernandez_huerta_pred,fernandez_huerta_src,fernandez_huerta_delta,inflesz_pred,inflesz_src,inflesz_delta,sentence_splits,levenshtein_similarity,additions_proportion,deletions_proportion,score_cualitativo_1_5,score_cualitativo_100,score_fidelidad,score_fluidez,score_estructura,score_numeros
1920,fine-tuning,lora,llama3,final_adapter,,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:","Separe las metas en tres períodos de tiempo para el planeamiento. Aunque esto ya se trató en el capítulo anterior, se reitera tan importante aspecto centrados en el tema del presente y con la intención de reforzar el manejo del mismo:",34.057298579037706,0.8202190399169922,0.4675324675324675,0.82,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
2027,fine-tuning,lora,llama3,final_adapter,,Seguridad financiera: Consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,"Seguridad financiera, consiste en cumplir con las necesidades económicas que se presentan en el futuro de las personas y también cumplir con las obligaciones financieras diarias.",La seguridad financiera consiste en cumplir con las necesidades del futuro de las personas y con las obligaciones diarias.,47.96581196581197,0.911141872406006,0.7234042553191489,0.7307692307692307,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
2065,fine-tuning,lora,llama3,final_adapter,,"La última, pero no menos importante razón, puede ser encontrar un fascinante campo de acción intelectual para comprender el mundo real.",La última es encontrar un campo de acción intelectual para comprender el mundo real.,La última razón puede ser encontrar un fascinante campo de acción intelectual para comprender el mundo real.,47.49999999999999,0.9204358458518982,0.8235294117647058,0.8095238095238095,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
2365,fine-tuning,lora,llama3,final_adapter,,"Si el entusiasmo, y esto no es idealismo ramplón, se orienta hacia la salud, la belleza, el éxito, la felicidad, lo más probable es que se obtenga la salud, la belleza, el éxito y la felicidad.","Si el entusiasmo se dirige hacia la salud, la belleza, el éxito, la felicidad es probable que los consigamos.","Si el entusiasmo se orienta hacia la salud, la belleza, el éxito y la felicidad, se obtendrá la salud, la belleza, el éxito y la felicidad.",53.55274822498688,0.8540924787521362,0.5777777777777778,0.7222222222222222,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
2449,fine-tuning,lora,llama3,final_adapter,,"En la segunda etapa de programación, se definen los objetivos y se fijan las metas o resultados esperados, que deben ser lo más específicos y precisos posibles, para tener claridad en lo que se trata de alcanzar con las inversiones por realizar; por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","En la segunda etapa de programación, se definen los objetivos y se fijan las metas específicas.","En la segunda etapa de programación se definen los objetivos y se fijan las metas o resultados esperados. Estos deben ser lo más específicos y precisos posibles para tener claridad en lo que se trata de alcanzar con las inversiones por realizar. Por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido. También los que pueden describirse en términos de logro o resultados que se desean alcanzar.",18.000150140745973,0.7850542068481445,0.3469387755102041,1.0,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
2550,fine-tuning,lora,llama3,final_adapter,,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,Estas tarjetas traen pocos riesgos y ayudan a crear buen historial crediticio.,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,8.836770384222465,0.8625258803367615,0.4571428571428571,1.0,1,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
2657,fine-tuning,lora,llama3,final_adapter,,"Adicionalmente, el canal móvil (celulares) es de alto potencial para utilizar pagos a través de mensajería de texto SMS permitiendo, desde cualquier lugar donde se tenga acceso al servicio inalámbrico, realizar pagos electrónicos.","Además, los celulares permiten realizar pagos electrónicos desde cualquier lugar con acceso al servicio inalámbrico.","Además, el canal móvil es de alto potencial para utilizar pagos a través de mensajería de texto SMS. Esto permite realizar pagos electrónicos desde cualquier lugar con acceso al servicio inalámbrico.",49.20006307609277,0.892413318157196,0.5454545454545455,0.9393939393939394,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
2703,fine-tuning,lora,llama3,final_adapter,,"Existen varias modalidades de cheques, como lo mencionan los mismos Alonso, Brailovsky y Ortiz (1999).","Según Alonso, Brailovsky y Ortiz (mil novecientos noventa y nueve) hay varias modalidades de cheques.",Existen varias modalidades de cheques.,45.93815483908364,0.7692922353744507,0.3809523809523809,0.3333333333333333,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
2732,fine-tuning,lora,llama3,final_adapter,,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",La mayor ventaja es la flexibilidad para el usuario. Quien puede pagar sus saldos completos o en parte mensualmente.,La mayor ventaja es la flexibilidad que le da al usuario. Quien puede pagar sus saldos por completo cada mes o pagar en parte.,28.35877085877086,0.9169246554374696,0.6976744186046512,0.96,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
2947,fine-tuning,lora,llama3,final_adapter,,"El dinero que inviertes inicialmente se denomina ""capital"".",El capital es el dinero invertido inicialmente.,El dinero inicialmente invertido se llama capital.,52.050264550264544,0.8732005953788757,0.4285714285714285,0.875,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
3320,fine-tuning,lora,llama3,final_adapter,,"Existen modelos cuantitativos que permiten determinar de manera técnica el valor de la tasa de descuento como el CAPM1 y el WACC2 (Bell, 2016), los cuales no se incluyen en el presente documento; no obstante, la determinación subjetiva de la tasa de descuento exigida por el accionista puede utilizarse ante la falta de información de los mencionados modelos.","Hay modelos cuantitativos para determinar técnicamente el valor de la tasa de descuento, pero no se incluyen en este documento. Sin embargo, la determinación subjetiva de la tasa de descuento exigida por el accionista se puede utilizar ante la falta de información de esos modelos.","Existen modelos cuantitativos que permiten determinar de manera técnica el valor de la tasa de descuento. Sin embargo, la determinación subjetiva de la tasa de descuento exigida por el accionista puede utilizarse ante la falta de información de los mencionados modelos.",51.17894932045402,0.9415260553359984,0.7608695652173914,0.7068965517241379,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
3396,fine-tuning,lora,llama3,final_adapter,,"Particularmente, se observa que el escenario 3 es el único que presenta una situación que no sea rentable.",El escenario tres es el único que presenta una situación no rentable.,"Particularmente, el escenario tres es el único que presenta una situación no rentable.",96.23617123617124,0.9482126235961914,0.962962962962963,0.7222222222222222,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
3404,fine-tuning,lora,llama3,final_adapter,,"Obtenga el rendimiento de un bono de $10,000 que paga el 6.",Saque el rendimiento de un bono de diez mil dólares que paga el seis.,Obtenga el rendimiento de un bono de diez mil dólares que paga el seis.,90.54575054575056,0.9665053486824036,0.9333333333333332,1.0769230769230769,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
3570,fine-tuning,lora,llama3,final_adapter,,"De partida, el tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.",El tema interesa a todas las personas. Porque las finanzas explican el origen y uso de los ingresos disponibles para satisfacer las necesidades de todos.,El tema de las finanzas concierne a todos los individuos y durante toda la vida. Las finanzas explican la procedencia y uso de los ingresos y recursos para satisfacer las necesidades particulares de todas y todos.,34.05909652989221,0.872452974319458,0.5573770491803278,0.9230769230769232,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
3653,fine-tuning,lora,llama3,final_adapter,,¿Qué función cumplen las empresas en la sociedad?,¿Qué función tienen las empresas en la sociedad?,¿Qué función cumplen las empresas en la sociedad?,25.039682539682538,0.9631245732307434,0.8888888888888888,1.0,1,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
3712,fine-tuning,lora,llama3,final_adapter,,Estos principios están diseñados para promover que las firmas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios están diseñados para promover que las empresas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios promueven que las firmas de servicios financieros y las organizaciones de consumidores educen a los ciudadanos en esta área.,22.54337218758471,0.9297738075256348,0.7058823529411764,0.7777777777777778,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
3776,fine-tuning,lora,llama3,final_adapter,,"Hable con ellos, déles la cara, y hágales saber que está haciendo todo lo que puede para pagarles.","Hable con ellos, enfréntelos y comuníqueles que está haciendo lo posible para pagarles.","Comuníquese con ellos, déles la cara y hágales saber que está haciendo todo lo posible para pagarles.",34.05929085534349,0.817584753036499,0.5714285714285715,0.9444444444444444,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
3819,fine-tuning,lora,llama3,final_adapter,,Pero ¿en qué se compite?,Pero ¿en qué se compite?,¿En qué se compite?,26.77248677248677,0.9367781281471252,0.888888888888889,0.8,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
4006,fine-tuning,lora,llama3,final_adapter,,"Por otra parte, algunas personas sostienen que un impuesto de 10 por ciento impondría el mismo sacrificio a ambas familias.","Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.",Algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.,83.90186957240006,0.9742732048034668,0.923076923076923,0.85,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
4276,fine-tuning,lora,llama3,final_adapter,,"Al principio, como ya vimos en el trueque, adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, tuvo la forma de mercancía, pero luego se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, como vimos en el trueque, adoptó la forma de mercancía. Pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.",34.46164196476007,0.9083016514778136,0.7659574468085106,0.9629629629629628,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
4284,fine-tuning,lora,llama3,final_adapter,,"¿Son estos sólo sueños, o son metas reales?",¿Estos son sólo sueños o son metas reales?,¿Son estos sueños o metas reales?,23.565323565323563,0.9082982540130616,0.7058823529411764,0.75,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
4638,fine-tuning,lora,llama3,final_adapter,,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente hablando carrera pública.",En los pueblos donde el principio de la elección se extiende a todo no existe la carrera pública.,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente hablando carrera pública.",28.59738946664234,0.9355291128158568,0.8780487804878048,1.0,1,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
4751,fine-tuning,lora,llama3,final_adapter,,"Sin entusiasmo, dijo alguien famoso, nunca se ha podido realizar nada grande.",Sin entusiasmo no se logró nada grande.,"Sin entusiasmo, nunca se ha podido realizar nada grande.",31.29222629222629,0.8719692826271057,0.6250000000000001,0.75,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
5037,fine-tuning,lora,llama3,final_adapter,,"Por tanto, este método calcula interés sobre interés.","Por eso, este método calcula interés sobre interés.","Por eso, este método calcula interés sobre interés.",100.0,0.9999998807907104,1.0,1.0,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
5112,fine-tuning,lora,llama3,final_adapter,,"El resultado es aproximado a $300,000 en seis años.",El resultado es aproximadamente trescientos mil dólares en seis años.,El resultado es aproximadamente trescientos mil dólares en seis años.,91.66666666666666,1.0,1.0,1.0,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
5187,fine-tuning,lora,llama3,final_adapter,,Documente todos sus gastos e ingresos o compárelos con lo que usted planificó que iba a gastar en el mes.,Documente todos sus gastos e ingresos y compárelos con lo que usted planificó que iba a gastar en el mes.,Documente todos sus gastos e ingresos.,24.50700708247148,0.81116783618927,0.4444444444444445,0.3,0,lora,lora_llama3,,,,,,,,,,,,,,,,,,,
550,fine-tuning,lora,mistral,final_adapter,,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",No tiene sentido ni motivación. Estos elementos son esenciales para la competencia.,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",8.704453441295545,0.8591127395629883,0.6153846153846154,1.0,1,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
571,fine-tuning,lora,mistral,final_adapter,,"En los procesos de importaciones y exportaciones intervienen, además de clientes y proveedores, instituciones del Estado y los bancos, tal como se indica en el siguiente recuadro:",Clientes y proveedores intervienen en las importancias y exportaciones. También lo hacen las instituciones estatales y los banco como se indica a continuación:,"En los procesos de importaciones y exportaciones intervienen clientes y proveedores, instituciones del Estado y los bancos.",29.93767330269877,0.7978474497795105,0.2857142857142856,0.6296296296296297,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
885,fine-tuning,lora,mistral,final_adapter,,"El robo de identidad ocurre cuando su información personal, tal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","El robo de identidad ocurre cuando su información personal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.",El robo de identidad ocurre cuando su información personal se usa sin su conocimiento para cometer un fraude o robo.,33.65962254120148,0.9088357090950012,0.7017543859649122,0.6060606060606061,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
1193,fine-tuning,lora,mistral,final_adapter,,"Los sueños de los niños tienen una gran variedad que va desde Tarzán hasta el Agente 007, pasando por Superman.",Los sueños de los niños son variados y van desde Tarzán hasta el Agente 007 y Superman.,"Los sueños de los niños tienen una gran variedad. Algunos son Tarzán, el Agente 007 o Superman.",42.746577411909215,0.881052553653717,0.7,0.85,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
1391,fine-tuning,lora,mistral,final_adapter,,Expresiones como soborno y cohecho se refieren a ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,Expresiones como soborno y cohecho se refieren a delitos vinculados a comprar la voluntad de alguien para provecho personal.,Expresiones como soborno y cohecho son ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,23.161122979862512,0.92064368724823,0.6500000000000001,0.9090909090909092,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
1399,fine-tuning,lora,mistral,final_adapter,,"DIRECCIÓN DE PRESUPUESTO (DIPRES): ""formula y lleva el control presupuestario de la nación.""",DIRECCIÓN DE PRESUPUESTO: formula y lleva el control presupuestario de la nación.,La Dirección de Presupuesto formula y lleva el control presupuestario de la nación.,86.03174603174604,0.8006953001022339,0.9655172413793104,1.0,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
1636,fine-tuning,lora,mistral,final_adapter,,"Interés compuesto: Es la suma del capital y el interés acumulado, que se va multiplicando según los plazos convenidos. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.",El interés compuesto es la suma del capital y el interés acumulado. La tasa de interés es el porcentaje aplicado a un préstamo o inversión realizada.,El interés compuesto es la suma del capital y el interés acumulado. Se multiplica según los plazos convenidos. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.,46.47931697931698,0.9345225691795348,0.8450704225352113,0.9714285714285714,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
1740,fine-tuning,lora,mistral,final_adapter,,La producción en un país se realiza mediante lo que se conoce como factores de producción y de los cuales nos ocuparemos en detalle más adelante.,A través de los factores de producción se realiza la producción en un país. Más adelante nos ocuparemos en detalle de estos factores.,La producción en un país se realiza mediante los factores de producción.,50.845541498899024,0.8263248205184937,0.3720930232558139,0.4615384615384615,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
1742,fine-tuning,lora,mistral,final_adapter,,"A pesar de que algunos critican al intermediario, se necesita a este individuo en la economía.","Aunque algunas personas critican al intermediario, este individuo es necesario en la economía.","A pesar de que algunos critican al intermediario, se necesita a este individuo en la economía.",12.04710144927536,0.9001114964485168,0.5806451612903226,1.0,1,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
1790,fine-tuning,lora,mistral,final_adapter,,El impuesto a los réditos es también un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a las utilidades también es un buen método para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a los réditos es un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,43.50649350649351,0.946150541305542,0.7826086956521738,0.9545454545454546,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
1920,fine-tuning,lora,mistral,final_adapter,,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:","También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento. Aunque ya se trató en el capítulo anterior, se reitera tan importante aspecto centrados en el tema del presente y con la intención de reforzar el manejo del mismo:",29.848937494274537,0.8420698642730713,0.5882352941176471,0.94,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
2027,fine-tuning,lora,mistral,final_adapter,,Seguridad financiera: Consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,"Seguridad financiera, consiste en cumplir con las necesidades económicas que se presentan en el futuro de las personas y también cumplir con las obligaciones financieras diarias.",La seguridad financiera consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,27.3731069125806,0.9465571641921996,0.8363636363636364,1.0384615384615383,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
2065,fine-tuning,lora,mistral,final_adapter,,"La última, pero no menos importante razón, puede ser encontrar un fascinante campo de acción intelectual para comprender el mundo real.",La última es encontrar un campo de acción intelectual para comprender el mundo real.,La última razón es encontrar un campo de acción intelectual para comprender el mundo real.,87.98861632194965,0.9671095013618468,0.9375,0.7142857142857143,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
2365,fine-tuning,lora,mistral,final_adapter,,"Si el entusiasmo, y esto no es idealismo ramplón, se orienta hacia la salud, la belleza, el éxito, la felicidad, lo más probable es que se obtenga la salud, la belleza, el éxito y la felicidad.","Si el entusiasmo se dirige hacia la salud, la belleza, el éxito, la felicidad es probable que los consigamos.","Si el entusiasmo se orienta hacia la salud, la belleza, el éxito y la felicidad, es probable que se obtenga estos resultados.",61.03520913764321,0.895622968673706,0.7804878048780488,0.6111111111111112,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
2449,fine-tuning,lora,mistral,final_adapter,,"En la segunda etapa de programación, se definen los objetivos y se fijan las metas o resultados esperados, que deben ser lo más específicos y precisos posibles, para tener claridad en lo que se trata de alcanzar con las inversiones por realizar; por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","En la segunda etapa de programación, se definen los objetivos y se fijan las metas específicas.","En la segunda etapa de programación se definen los objetivos y se fijan las metas o resultados esperados. Estos deben ser lo más específicos y precisos posibles para tener claridad en lo que se trata de alcanzar con las inversiones por realizar. Por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.",14.162519466155183,0.7905243635177612,0.3505154639175257,1.0,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
2550,fine-tuning,lora,mistral,final_adapter,,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,Estas tarjetas traen pocos riesgos y ayudan a crear buen historial crediticio.,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,8.836770384222465,0.8625258803367615,0.4571428571428571,1.0,1,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
2657,fine-tuning,lora,mistral,final_adapter,,"Adicionalmente, el canal móvil (celulares) es de alto potencial para utilizar pagos a través de mensajería de texto SMS permitiendo, desde cualquier lugar donde se tenga acceso al servicio inalámbrico, realizar pagos electrónicos.","Además, los celulares permiten realizar pagos electrónicos desde cualquier lugar con acceso al servicio inalámbrico.","Adicionalmente, el canal móvil es de alto potencial para utilizar pagos a través de mensajería de texto SMS. Esto permite realizar pagos electrónicos desde cualquier lugar donde se tenga acceso al servicio inalámbrico.",28.594032147953712,0.8647159934043884,0.4642857142857142,1.0,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
2703,fine-tuning,lora,mistral,final_adapter,,"Existen varias modalidades de cheques, como lo mencionan los mismos Alonso, Brailovsky y Ortiz (1999).","Según Alonso, Brailovsky y Ortiz (mil novecientos noventa y nueve) hay varias modalidades de cheques.","Existen varias modalidades de cheques, como mencionan Alonso, Brailovsky y Ortiz.",54.28516050226576,0.821739673614502,0.2962962962962963,0.7333333333333333,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
2732,fine-tuning,lora,mistral,final_adapter,,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",La mayor ventaja es la flexibilidad para el usuario. Quien puede pagar sus saldos completos o en parte mensualmente.,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",19.74614218447236,0.8860107660293579,0.6818181818181819,1.0,1,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
2947,fine-tuning,lora,mistral,final_adapter,,"El dinero que inviertes inicialmente se denomina ""capital"".",El capital es el dinero invertido inicialmente.,"El dinero que inviertes inicialmente se llama ""capital"".",25.266955266955264,0.8269022107124329,0.3999999999999999,1.0,0,lora,lora_mistral,,,,,,,,,,,,,,,,,,,
