experiment_id,run_ts,dataset_name,sample_id,model_name,ruleset_name,prompt_type,source_text,reference_text,generated_text,prompt_text,status,error_message,inference_seconds,input_chars,output_chars,input_words,output_words,flag_artifacts,flag_prompt_leak,flag_truncation,flag_generic,empty_output,compression_ratio,n_flags
exp_medium_batch_v1,20260308_155905,FEINA,16403_LibroBAC.pdf,mistral,R0,zero-shot,Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).,Fijar el precio de los recursos en su emisión o posteriormente.,"Establecer el precio de activos: en el momento de su emisión (mercado primario) o después (mercado secundario).

Translation: Set the price of assets: at the time of their issuance (primary market) or later (secondary market).","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).

Versión simplificada:",success,,6.7576,125,226,21,35,False,False,False,False,False,1.6666666666666667,0
exp_medium_batch_v1,20260308_155905,FEINA,16403_LibroBAC.pdf,mistral,R2,zero-shot,Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).,Fijar el precio de los recursos en su emisión o posteriormente.,"Establecer el precio de los activos al emitarlos (mercado primario) o más tarde (mercado secundario).

(","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).

Versión simplificada:",success,,5.7684,125,104,21,16,False,False,True,False,False,0.7619047619047619,1
exp_medium_batch_v1,20260308_155905,FEINA,17252_LibroBAC.pdf,llama3,R0,zero-shot,Desviando su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.,Desviar su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.,Cambie su dirección en otro lugar con un formulario de cambio de dirección.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Desviando su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.

Versión simplificada:",success,,5.8308,91,75,13,13,False,False,False,False,False,1.0,0
exp_medium_batch_v1,20260308_155905,FEINA,17252_LibroBAC.pdf,llama3,R2,zero-shot,Desviando su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.,Desviar su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.,Cambie su dirección en el formulario de cambio de dirección.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Desviando su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.

Versión simplificada:",success,,3.8141,91,60,13,10,False,False,False,False,False,0.7692307692307693,0
exp_medium_batch_v1,20260308_155905,FEINA,17252_LibroBAC.pdf,mistral,R0,zero-shot,Desviando su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.,Desviar su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.,Usando un formulario para redirigir tu correo a otro lugar.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Desviando su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.

Versión simplificada:",success,,6.3261,91,59,13,10,False,False,False,False,False,0.7692307692307693,0
exp_medium_batch_v1,20260308_155905,FEINA,17252_LibroBAC.pdf,mistral,R2,zero-shot,Desviando su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.,Desviar su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.,Usando un formulario para cambiar la dirección de la correspondencia a otra ubicación.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Desviando su correspondencia hacia otra ubicación con un formulario de cambio de domicilio.

Versión simplificada:",success,,2.6353,91,86,13,13,False,False,False,False,False,1.0,0
exp_medium_batch_v1,20260308_155905,FEINA,1007_LibroUide_Sincopyright.pdf,llama3,R0,zero-shot,"Por esta razón, el financiero suele contar con dos cargos que le brindan soporte en la administración de las mencionadas variables:","Por eso, el financiero tiene dos cargos que le dan soporte en la administración de las variables mencionadas:","El financiero cuenta con dos personas que lo ayudan a manejar las finanzas.

(","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Por esta razón, el financiero suele contar con dos cargos que le brindan soporte en la administración de las mencionadas variables:

Versión simplificada:",success,,7.8391,131,78,21,14,False,False,True,False,False,0.6666666666666666,1
exp_medium_batch_v1,20260308_155905,FEINA,1007_LibroUide_Sincopyright.pdf,llama3,R2,zero-shot,"Por esta razón, el financiero suele contar con dos cargos que le brindan soporte en la administración de las mencionadas variables:","Por eso, el financiero tiene dos cargos que le dan soporte en la administración de las variables mencionadas:","El financiero tiene dos ayudantes que lo ayudan a manejar los números.

(","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Por esta razón, el financiero suele contar con dos cargos que le brindan soporte en la administración de las mencionadas variables:

Versión simplificada:",success,,5.3633,131,73,21,13,False,False,True,False,False,0.6190476190476191,1
exp_medium_batch_v1,20260308_155905,FEINA,1007_LibroUide_Sincopyright.pdf,mistral,R0,zero-shot,"Por esta razón, el financiero suele contar con dos cargos que le brindan soporte en la administración de las mencionadas variables:","Por eso, el financiero tiene dos cargos que le dan soporte en la administración de las variables mencionadas:","Financieros usan normalmente dos cargos para ayudarlo en el manejo de las variables mencionadas:

(","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Por esta razón, el financiero suele contar con dos cargos que le brindan soporte en la administración de las mencionadas variables:

Versión simplificada:",success,,8.9394,131,99,21,15,False,False,True,False,False,0.7142857142857143,1
exp_medium_batch_v1,20260308_155905,FEINA,1007_LibroUide_Sincopyright.pdf,mistral,R2,zero-shot,"Por esta razón, el financiero suele contar con dos cargos que le brindan soporte en la administración de las mencionadas variables:","Por eso, el financiero tiene dos cargos que le dan soporte en la administración de las variables mencionadas:","Por este motivo, un financiero a menudo tiene dos cargos que le ayudan a administrar las siguientes variables:

(","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Por esta razón, el financiero suele contar con dos cargos que le brindan soporte en la administración de las mencionadas variables:

Versión simplificada:",success,,4.5481,131,113,21,19,False,False,True,False,False,0.9047619047619048,1
exp_medium_batch_v1,20260308_155905,FEINA,754_LibroUAC_Sincopyright.pdf,llama3,R0,zero-shot,"El Código Tributario, por su parte, señala, en su artículo 17, inciso 2.°, que «los libros de contabilidad deben ser conservados por los contribuyentes, junto con la documentación correspondiente, mientras esté pendiente el plazo que tiene el servicio de impuestos internos para la revisión de las declaraciones».",El Código Tributario en el artículo diecisiete establece: Los contribuyentes deben conservar los libros de contabilidad y los documentos durante el plazo de revisión de declaraciones del servicio de impuestos.,Los contribuyentes deben conservar sus libros de contabilidad y documentos relacionados hasta que el servicio de impuestos revise sus declaraciones.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
El Código Tributario, por su parte, señala, en su artículo 17, inciso 2.°, que «los libros de contabilidad deben ser conservados por los contribuyentes, junto con la documentación correspondiente, mientras esté pendiente el plazo que tiene el servicio de impuestos internos para la revisión de las declaraciones».

Versión simplificada:",success,,8.7556,313,148,47,20,False,False,False,False,False,0.425531914893617,0
exp_medium_batch_v1,20260308_155905,FEINA,754_LibroUAC_Sincopyright.pdf,llama3,R2,zero-shot,"El Código Tributario, por su parte, señala, en su artículo 17, inciso 2.°, que «los libros de contabilidad deben ser conservados por los contribuyentes, junto con la documentación correspondiente, mientras esté pendiente el plazo que tiene el servicio de impuestos internos para la revisión de las declaraciones».",El Código Tributario en el artículo diecisiete establece: Los contribuyentes deben conservar los libros de contabilidad y los documentos durante el plazo de revisión de declaraciones del servicio de impuestos.,Los contribuyentes deben conservar sus libros de contabilidad y documentos relacionados hasta que el servicio de impuestos revise sus declaraciones.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
El Código Tributario, por su parte, señala, en su artículo 17, inciso 2.°, que «los libros de contabilidad deben ser conservados por los contribuyentes, junto con la documentación correspondiente, mientras esté pendiente el plazo que tiene el servicio de impuestos internos para la revisión de las declaraciones».

Versión simplificada:",success,,4.0321,313,148,47,20,False,False,False,False,False,0.425531914893617,0
exp_medium_batch_v1,20260308_155905,FEINA,754_LibroUAC_Sincopyright.pdf,mistral,R0,zero-shot,"El Código Tributario, por su parte, señala, en su artículo 17, inciso 2.°, que «los libros de contabilidad deben ser conservados por los contribuyentes, junto con la documentación correspondiente, mientras esté pendiente el plazo que tiene el servicio de impuestos internos para la revisión de las declaraciones».",El Código Tributario en el artículo diecisiete establece: Los contribuyentes deben conservar los libros de contabilidad y los documentos durante el plazo de revisión de declaraciones del servicio de impuestos.,"El Código Tributario requiere que los contribuyentes preserven sus libros de contabilidad y documentación relacionados mientras el Servicio de Impuestos Internos puede revisar declaraciones. (Artículo 17, inciso 2.)","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
El Código Tributario, por su parte, señala, en su artículo 17, inciso 2.°, que «los libros de contabilidad deben ser conservados por los contribuyentes, junto con la documentación correspondiente, mientras esté pendiente el plazo que tiene el servicio de impuestos internos para la revisión de las declaraciones».

Versión simplificada:",success,,12.0589,313,215,47,28,False,False,False,False,False,0.5957446808510638,0
exp_medium_batch_v1,20260308_155905,FEINA,754_LibroUAC_Sincopyright.pdf,mistral,R2,zero-shot,"El Código Tributario, por su parte, señala, en su artículo 17, inciso 2.°, que «los libros de contabilidad deben ser conservados por los contribuyentes, junto con la documentación correspondiente, mientras esté pendiente el plazo que tiene el servicio de impuestos internos para la revisión de las declaraciones».",El Código Tributario en el artículo diecisiete establece: Los contribuyentes deben conservar los libros de contabilidad y los documentos durante el plazo de revisión de declaraciones del servicio de impuestos.,"El Código Fiscal requiere que contribuyentes guarden sus libros de contabilidad y documentos relacionados mientras el Servicio de Impuestos Internos revisa declaraciones. (Artículo 17, inciso 2.°)","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
El Código Tributario, por su parte, señala, en su artículo 17, inciso 2.°, que «los libros de contabilidad deben ser conservados por los contribuyentes, junto con la documentación correspondiente, mientras esté pendiente el plazo que tiene el servicio de impuestos internos para la revisión de las declaraciones».

Versión simplificada:",success,,4.2818,313,196,47,26,False,False,False,False,False,0.5531914893617021,0
exp_medium_batch_v1,20260308_155905,FEINA,2_LibroBAC.pdf,llama3,R0,zero-shot,"Pero, algo más grave aún, o quizás por eso mismo, es que las personas al no recibir educación económica y financiera terminan construyendo un mito sobre éstas al considerar que ellas no son de su incumbencia, o que son muy difíciles quizás porque implican matemáticas o porque es un terreno del conocimiento propio de especialistas como los economistas, los financieros e incluso los contadores.","Pero, algo más grave aún es que las personas al no recibir educación económica y financiera construyen un mito sobre estas. Consideran que no son de su incumbencia, son muy difíciles porque implican matemáticas o porque es un terreno del conocimiento de especialistas como los economistas, financieros y contadores.","La gente no entiende bien la educación económica y financiera porque piensa que no es importante o que es muy difícil, ya que implica matemáticas y es algo que solo especialistas como economistas y contadores saben.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Pero, algo más grave aún, o quizás por eso mismo, es que las personas al no recibir educación económica y financiera terminan construyendo un mito sobre éstas al considerar que ellas no son de su incumbencia, o que son muy difíciles quizás porque implican matemáticas o porque es un terreno del conocimiento propio de especialistas como los economistas, los financieros e incluso los contadores.

Versión simplificada:",success,,10.1084,395,215,64,36,False,False,False,False,False,0.5625,0
exp_medium_batch_v1,20260308_155905,FEINA,2_LibroBAC.pdf,llama3,R2,zero-shot,"Pero, algo más grave aún, o quizás por eso mismo, es que las personas al no recibir educación económica y financiera terminan construyendo un mito sobre éstas al considerar que ellas no son de su incumbencia, o que son muy difíciles quizás porque implican matemáticas o porque es un terreno del conocimiento propio de especialistas como los economistas, los financieros e incluso los contadores.","Pero, algo más grave aún es que las personas al no recibir educación económica y financiera construyen un mito sobre estas. Consideran que no son de su incumbencia, son muy difíciles porque implican matemáticas o porque es un terreno del conocimiento de especialistas como los economistas, financieros y contadores.","Muchas personas no entienden la educación económica y financiera porque creen que no es importante para ellos o que es muy difícil. Piensan que solo son para expertos como economistas y contadores, y que involucran matemáticas complicadas.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Pero, algo más grave aún, o quizás por eso mismo, es que las personas al no recibir educación económica y financiera terminan construyendo un mito sobre éstas al considerar que ellas no son de su incumbencia, o que son muy difíciles quizás porque implican matemáticas o porque es un terreno del conocimiento propio de especialistas como los economistas, los financieros e incluso los contadores.

Versión simplificada:",success,,5.0167,395,239,64,37,False,False,False,False,False,0.578125,0
exp_medium_batch_v1,20260308_155905,FEINA,2_LibroBAC.pdf,mistral,R0,zero-shot,"Pero, algo más grave aún, o quizás por eso mismo, es que las personas al no recibir educación económica y financiera terminan construyendo un mito sobre éstas al considerar que ellas no son de su incumbencia, o que son muy difíciles quizás porque implican matemáticas o porque es un terreno del conocimiento propio de especialistas como los economistas, los financieros e incluso los contadores.","Pero, algo más grave aún es que las personas al no recibir educación económica y financiera construyen un mito sobre estas. Consideran que no son de su incumbencia, son muy difíciles porque implican matemáticas o porque es un terreno del conocimiento de especialistas como los economistas, financieros y contadores.","Pero una cosa still more serious is that people, perhaps for this reason, don't receive economic and financial education. They create a myth about these subjects, considering them not their responsibility or too complicated, maybe because they involve math or because they're the domain of experts like economists, financiers, and even accountants.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Pero, algo más grave aún, o quizás por eso mismo, es que las personas al no recibir educación económica y financiera terminan construyendo un mito sobre éstas al considerar que ellas no son de su incumbencia, o que son muy difíciles quizás porque implican matemáticas o porque es un terreno del conocimiento propio de especialistas como los economistas, los financieros e incluso los contadores.

Versión simplificada:",success,,10.2275,395,348,64,52,False,False,False,False,False,0.8125,0
exp_medium_batch_v1,20260308_155905,FEINA,2_LibroBAC.pdf,mistral,R2,zero-shot,"Pero, algo más grave aún, o quizás por eso mismo, es que las personas al no recibir educación económica y financiera terminan construyendo un mito sobre éstas al considerar que ellas no son de su incumbencia, o que son muy difíciles quizás porque implican matemáticas o porque es un terreno del conocimiento propio de especialistas como los economistas, los financieros e incluso los contadores.","Pero, algo más grave aún es que las personas al no recibir educación económica y financiera construyen un mito sobre estas. Consideran que no son de su incumbencia, son muy difíciles porque implican matemáticas o porque es un terreno del conocimiento de especialistas como los economistas, financieros y contadores.","Pero una cosa más grave still, or perhaps for that reason, is that people don't get economic and financial education, leading them to believe that these subjects are not their responsibility or too difficult because they involve math or are the expertise of economists, financiers, and even accountants.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Pero, algo más grave aún, o quizás por eso mismo, es que las personas al no recibir educación económica y financiera terminan construyendo un mito sobre éstas al considerar que ellas no son de su incumbencia, o que son muy difíciles quizás porque implican matemáticas o porque es un terreno del conocimiento propio de especialistas como los economistas, los financieros e incluso los contadores.

Versión simplificada:",success,,6.3403,395,303,64,48,False,False,False,False,False,0.75,0
exp_medium_batch_v1,20260308_155905,FEINA,3846_LibroBAC.pdf,llama3,R0,zero-shot,"Artículos como los altos hornos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otras cosas parecidas se consideran capital; la palabra capital, muchas veces se usa para referirse al dinero, en un sentido bastante estrecho.","Artículos como los altos homos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otros objetos similares se consideran capital. Aunque la palabra capital a veces se usa para referirse al dinero.","Cosas como altos hornos, prensas cortadoras, edificios, computadoras, camiones y aviones se consideran ""capital"". La palabra ""capital"" se utiliza a menudo para referirse al dinero, pero en un sentido más amplio.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Artículos como los altos hornos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otras cosas parecidas se consideran capital; la palabra capital, muchas veces se usa para referirse al dinero, en un sentido bastante estrecho.

Versión simplificada:",success,,10.0991,261,211,39,31,False,False,False,False,False,0.7948717948717948,0
