sample_id,idFinal,grupo,motivo,model_key,gen_temperature,gen_top_p,gen_repetition_penalty,gen_max_new_tokens,source_text,reference_text,generated_text,sari,bertscore_f1,rougeL_f,compression_ratio_eval,exact_copy
224,11653_LibroBAC.pdf,D_complejos,Lista de preguntas,llama3,0.2,0.85,1.05,256.0,"Antes de adquirir un crédito y por consiguiente una deuda, hágase las siguientes preguntas: ¿Realmente necesito este artículo ahora o puedo esperar hasta ahorrar el dinero necesario para adquirirlo?, ¿Puedo calificar para el crédito?, ¿Cuál es la tasa de interés?, ¿Hay costos adicionales?, ¿Cuánto es el pago mensual y cuándo se vence?, ¿Tengo capacidad financiera para afrontar el crédito  Puedo pagar el crédito?, ¿Qué pasaría si no realizo los pagos a tiempo?, ¿Cuál sería el costo extra por utilizar el crédito?, ¿Qué tengo que sacrificar para pagar el crédito (costo de oportunidad)? , Tomando en cuenta todo lo anterior, ¿vale la pena utilizar el crédito?","Hágase las siguientes preguntas antes de adquirir un crédito: ¿necesito este artículo ahora o puedo esperar hasta ahorrar el dinero para adquirirlo? ¿Califico para el crédito? ¿Cuál es la tasa de interés? ¿Hay costos adicionales? ¿Cuánto es el pago mensual y cuándo vence? ¿Puedo pagar el crédito? ¿Qué pasaría si no pago a tiempo? ¿Cuál sería el costo extra por utilizar el crédito? ¿Qué debo sacrificar para pagar el crédito? Según todo lo anterior, ¿utilizar el crédito es conveniente?","Antes de tomar un crédito y contraer una deuda, hazte las siguientes preguntas: ¿Necesitas este artículo ahora o puedes ahorrar el dinero necesario? ¿Puedes calificar para el crédito? ¿Cuál es la tasa de interés? ¿Hay costos adicionales? ¿Cuánto es el pago mensual y cuándo se vence? ¿Tienes capacidad financiera para pagar el crédito? ¿Qué pasaría si no pagas a tiempo? ¿Cuál sería el costo extra por utilizar el crédito? ¿Qué tendrías que sacrificar para pagar el crédito? Luego, considera todo esto y decide si vale la pena tomar el crédito.",59.12050359598561,0.8981044292449951,0.7200000000000001,0.8653846153846154,0
1765,5125_LibroBAC.pdf,D_complejos,Texto histórico-conceptual denso.,llama3,0.2,0.85,1.05,256.0,"Thomas Mun fue el mejor exponente de las ideas predominantes en los siglos XV y XVI y en una serie de sesudas admoniciones aconsejaba a la gente cultivar las tierras baldías, reducir el consumo de géneros extranjeros y los frívolos cambios de moda; procurar mantener en alza los precios de los artículos vendibles al extranjero y reducirlos cuando sostuvieran una competencia eficaz, además de otras medidas relacionadas con fletes, embodegamiento de mercancías, etc.","Thomas Mun fue el mejor exponente de las ideas predominantes en los siglos quince y dieciséis. Él aconsejaba a las personas cultivar las tierras baldías, reducir el consumo de mercancía extranjera y no seguir los superficiales cambios de moda. También aconsejaba mantener los precios en aumento de los artículos vendibles al extranjero y reducirlos cuando tuvieran una competencia eficaz. Además, sugería otras medidas relacionadas con fletes, almacenamiento de mercancías, etcétera.","Thomas Mun fue un economista que en el siglo XVI recomendaba a la gente cultivar tierras desiertas, reducir el consumo de productos extranjeros y no cambiar de moda. También sugería mantener los precios altos para vender al exterior y bajarlos cuando haya competencia efectiva.",35.538422543258285,0.8180172443389893,0.384,0.6027397260273972,0
3508,203b_LibroUAC_Sincopyright.pdf,D_complejos,Texto ideológico/económico más cargado.,llama3,0.2,0.85,1.05,256.0,"El modelo económico que prevalece en el mundo occidental, desde la segunda mitad del siglo XX, es el de la economía de mercados cuyos principales exponentes fueron el economista austríaco, Friedrich von Hayek, y el estadounidense Milton Friedman, ambos defensores del liberalismo económico, modelo ideológico que nació en la denominada «escuela austríaca», a comienzos del 1900, y que posteriormente fue adoptado y expandido por la Universidad de Chicago.",El modelo económico sobresaliente en Occidente es el de la economía de mercados. Sus promotores fueron El austríaco Friedrich von Hayek y el estadounidense Milton Friedman. Quienes defendían el liberalismo económico surgido de la escuela austriaca a comienzos de mil novecientos.,"El modelo económico occidental desde la segunda mitad del siglo XX es el de la economía de mercado. Dos de sus principales defensores son Friedrich von Hayek y Milton Friedman, ambos partidarios del liberalismo económico. Este modelo surgió en la escuela austríaca en el 1900 y luego se expandió por la Universidad de Chicago.",45.0661260820699,0.8254309296607971,0.4615384615384615,0.7941176470588235,0
2523,282a_LibroNEFE_Sincopyright.pdf,D_complejos,Enumeración larga con información personal/crediticia.,llama3,0.2,0.85,1.05,256.0,"Además de tus datos personales (nombre, dirección, fecha de nacimiento, número de Seguro Social) y tu información laboral, el informe contiene: tu nivel de endeudamiento; si hiciste los pagos en fecha; si tienes algún préstamo para el que no hayas hecho ningún pago; cuánto tiempo has usado crédito; el monto de crédito que tienes a disposición; el monto de crédito que estás usando en todas tus cuentas de crédito; si alguna de tus cuentas se ha pasado a cobros; si te has declarado en quiebra en los últimos 7 a 10 años; si te han embargado; si tienes facturas impagas, por ejemplo, facturas de servicios públicos o de gastos médicos; consultas sobre tu crédito realizadas por terceros (por ejemplo, arrendadores y entidades crediticias a quienes les solicitaste crédito).","El informe contiene tus datos personales, tu información laboral, tu nivel de endeudamiento. Si hiciste los pagos puntualmente. Si no has pagado algún préstamo. El tiempo de tener crédito y el monto. Si alguna de tus cuentas se ha pasado a cobros. Si te has declarado en quiebra en los últimos siete o diez años. Si te embargaron, entre otros.","Además de tus datos personales y laborales, el informe incluye información sobre tu endeudamiento, pagos, préstamos, uso de crédito, disponibilidad de crédito, uso de cuentas de crédito, cobros, quiebras, embargos, facturas impagas y consultas sobre tu crédito realizadas por terceros.",33.61309629656999,0.739396333694458,0.2678571428571429,0.3125,0
3690,843_LibroUAC_Sincopyright.pdf,D_complejos,Tabla/ley/tasas/categorías,llama3,0.2,0.85,1.05,256.0,"La clasificación y las tasas de la ley de renta vigente durante 2019 se resumen a continuación: categorías del impuesto a la renta categorías tipos de rentas tasas de impuesto afecta a primera categoría rentas del capital tasa general de 25 % o 27,5 % las utilidades de empresas e inversiones de personas segunda categoría rentas del trabajo progresiva por tramos(desde 0 % a 40 %)los ingresos de trabajadores dependientes y pensionados impuesto global complementario suma de todas las rentas progresiva por tramos (desde 0 % a 40 %),menos los impuestos de primera y segunda categorías pagados todas las rentas (del capital y del trabajo) de las personas 
impuesto adicional rentas de no residentes (extranjeros)tasa de 35 % las transferencias fuera del país.","A continuación, resumimos la clasificación y las tasas de la Ley de Renta vigente en dos mil diecinueve: Categorías del impuesto a la renta.                        Primera categoría tiene una tasa general de veinticinco o veintisiete coma cinco por ciento de las ganancias de empresas e inversiones de personas. Segunda categoría son las rentas del trabajo progresivo por tramos desde cero a cuarenta por ciento. Los ingresos de trabajadores dependientes y pensionados.                                              El impuesto global complementario es la suma de todas las rentas progresiva por tramos menos los impuestos de primera y segunda categorías pagados.  El impuesto adicional de rentas de extranjeros tiene una tasa de treinta y cinco por ciento las transferencias fuera del país.","La ley de renta de 2019 tiene tres categorías: rentas del capital, rentas del trabajo y rentas de no residentes. Las tasas de impuesto son:

* Rentas del capital: 25% o 27,5%
* Rentas del trabajo: progresiva por tramos (desde 0% a 40%)
* Rentas de no residentes: 35%

También hay un impuesto global complementario que es la suma de todas las rentas, menos los impuestos de primera y segunda categorías pagados.",40.80548375672851,0.7477474808692932,0.40206185567010316,0.5785123966942148,0
2088,1872_LibroBAC.pdf,A_cortos,"Muy corto, sustitución léxica clara.",llama3,0.2,0.9,1.1,256.0,La comunidad humana más antigua ha sido denominada horda primitiva.,La comunidad humana más antigua se llamó tribu.,La comunidad humana más antigua se llama horda primitiva.,67.76094276094277,0.9127476811408997,0.7368421052631577,0.9,0
2976,881_LibroNEFE_Sincopyright.pdf,A_cortos,Corto con dinero/cantidad.,llama3,0.2,0.9,1.1,256.0,"Prueba a poner en un sobre o frasco $1 por día, más las monedas del cambio.",Pon en un sobre un dólar diario más las monedas del vuelto.,Prueba a guardar cada día una moneda de un dólar y también las monedas que tengas como cambio.,35.56073406879859,0.7840321063995361,0.2857142857142857,1.125,0
3430,2692_LibroUide_Sincopyright.pdf,A_cortos,Frase conceptual simple de negocios.,llama3,0.2,0.9,1.1,256.0,Uno de los problemas más importantes en los negocios es la asignación de precios a los productos.,Asignar precios a los productos es un problema importante en las empresas.,La asignación de precios a los productos es un problema importante en los negocios.,66.08908050079474,0.930296778678894,0.6666666666666665,0.8235294117647058,0
3679,829_LibroUAC_Sincopyright.pdf,A_cortos,Corto con número e IVA.,llama3,0.2,0.9,1.1,256.0,"El resultado será 190, o sea, el IVA del kilo de pan es de $190.","El resultado será ciento noventa. Es decir, el impuesto al valor agregado del kilo de pan son ciento noventa pesos.",El precio total del kilo de pan incluyendo el IVA es de $190.,42.238715390889304,0.7304199934005737,0.30303030303030304,0.8666666666666667,0
3145,1045_LibroUide_Sincopyright.pdf,A_cortos,Corto con proporción financiera.,llama3,0.2,0.9,1.1,256.0,"Por cada $100 facturados, la compañía gasta $2.20 en intereses.",La empresa gasta dos dólares con veinte centavos por cada cien dólares facturados.,"Por cada 100 dólares vendidos, la empresa paga 2.20 dólares de interés.",44.16573764399851,0.7973374128341675,0.2580645161290323,1.1818181818181819,0
507,562_LibroUAC_Sincopyright.pdf,B_medianos,Porcentajes y rentabilidad.,llama3,0.2,0.9,1.1,256.0,"En general, se dice que la rentabilidad normal de una inversión en países desarrollados fluctúa, en promedio, entre el 6 % y el 8 % anual.","Generalmente, la rentabilidad normal de una inversión en países desarrollados varía entre el seis por ciento y el ocho por ciento anual.",La rentabilidad normal de una inversión en países desarrollados varía entre un 6% y un 8% al año.,63.63190971930809,0.8993545174598694,0.6382978723404256,0.75,0
1756,5100_LibroBAC.pdf,B_medianos,Redacción abstracta/institucional.,llama3,0.2,0.9,1.1,256.0,En virtud de estas y otras reflexiones fue que se diseñó este capítulo en el marco del Libro Maestro de la cual forma parte sustantiva.,Debido a estas y otras reflexiones se diseñó este capítulo que forma parte fundamental del presente libro maestro de educación financiera.,Este dinero es para pagar.,28.576764216632757,0.6779037117958069,0.07142857142857142,0.2,0
3093,875_LibroUide_Sincopyright.pdf,B_medianos,Definición contable.,llama3,0.2,0.9,1.1,256.0,"Las cuentas de activo reflejan aquello que posee la organización, independientemente de cómo se haya financiado.",Las cuentas de activo evidencian las pertenencias de la empresa. No importa cómo se financiaron.,"Las cuentas de activo muestran lo que una organización tiene, sin importar cómo lo ha pagado.",59.61199294532628,0.8273720145225525,0.35294117647058826,1.0,0
3192,1202_LibroUide_Sincopyright.pdf,B_medianos,"Relación de pasivo/activo, útil para precisión.",llama3,0.2,0.9,1.1,256.0,"Por cada dólar de pasivo corriente, la compañía cuenta con 93 centavos de dólar en activos corrientes súper líquidos.",La empresa tiene noventa y tres centavos de dólar en activos corrientes súper líquidos por dólar de pasivo corriente.,La empresa tiene 93 centavos de dólares en activos líquidos por cada dólar de pasivo corriente.,48.39202175882365,0.8929241895675659,0.761904761904762,0.8421052631578947,0
3525,230_LibroUAC_Sincopyright.pdf,B_medianos,Dato económico con cifra.,llama3,0.2,0.9,1.1,256.0,"Posee la renta per cápita más alta de Latinoamérica, con alrededor de US$25.000 por habitante (según datos de 2019).",Tiene la renta per cápita más alta de Latinoamérica. Con casi veinticinco mil dólares estadounidenses por habitante.,"La renta per cápita en Latinoamérica es la más alta, con unos $25.000 por persona (datos de 2019).",37.970401409202516,0.7886223196983337,0.46511627906976744,0.9047619047619048,0
3627,725_LibroUAC_Sincopyright.pdf,C_estructurales,Explicación con fórmula verbal.,llama3,0.2,0.9,1.1,256.0,Muestra lo que la empresa gana o pierde en un período y explica mediante la fórmula de «ingresos  (costos + gastos)» cómo se ha producido ese resultado.,Presenta las ganancias o pérdidas de la empresa en un período. Y explica cómo se dio ese resultado.,"La empresa gana o pierde dinero en un período y esto se puede calcular mediante la fórmula ""ingresos - (costos + gastos)"".",34.03436891372794,0.7657815217971802,0.37209302325581395,0.7692307692307693,0
3206,1255_LibroUide_Sincopyright.pdf,C_estructurales,Dos conceptos técnicos en una sola oración.,llama3,0.2,0.9,1.1,256.0,"Así como el estado de resultados se orienta a mostrar la solvencia de la operación, el EFE se orienta a analizar la liquidez de la misma (Ross, Westerfield, & Bradford, 2018).",El estado de resultados evidencia la solvencia de la operación. El estado de flujo de efectivo analiza la liquidez de la operación.,"El EFE (efectivo financiero) mide la liquidez de una empresa, lo que ayuda a evaluar su capacidad para pagar sus deudas.",37.22450645263003,0.7462111711502075,0.22222222222222224,0.7,0
329,17510_LibroBAC.pdf,C_estructurales,Definición tipo glosario.,llama3,0.2,0.9,1.1,256.0,"Arancel: tarifa oficial que determina los derechos que se deben pagar en varios ramos, como el de costas judiciales, aduanas, ferrocarriles, etc. Tasa, valoración, norma, ley.","El arancel es una tarifa oficial y determina los derechos a pagar en varios sectores, como costas judiciales, aduanas, ferrocarriles, entre otros. También se le llama tasa, valoración, norma o ley.","Arancel es una tarifa oficial que se paga por ciertos servicios o actividades, como costas judiciales o aduanas.",37.35639686927481,0.8355562090873718,0.3529411764705882,0.6923076923076923,0
3481,130_LibroUAC_Sincopyright.pdf,C_estructurales,Evolución temporal con cifras.,llama3,0.2,0.9,1.1,256.0,"En sus comienzos cada moneda valía alrededor de $300, a fines de 2019 llega a $15.000 y continúa con alzas y bajas.","Al inicio, cada moneda valía casi trescientos pesos. A fines de dos mil diecinueve llegó a quince mil pesos. Sigue con alzas y bajas.","En un principio, cada moneda valía unos $300. Luego, en finales de 2019, su valor aumentó a $15.000 y siguió fluctuando.",35.63204515836963,0.7429947257041931,0.2916666666666667,0.9565217391304348,0
3703,884_LibroUAC_Sincopyright.pdf,C_estructurales,Ley + fechas + porcentaje.,llama3,0.2,0.9,1.1,256.0,"La Ley N.133 de febrero 2019 indica que la tasa de retención aumentará progresivamente, de 10 % en 2018 hasta llegar a 17 % en 2028.",Según la Ley ciento treinta y tres de febrero dos mil diecinueve indica que la tasa de retención aumentará progresivamente. De diez por ciento en dos mil dieciocho hasta llegar a diecisiete en dos mil veintiocho.,"La tasa de retención aumentará gradualmente, pasando de 10% en 2018 a 17% en 2028.",32.31585200894664,0.7022345662117004,0.37037037037037035,0.6,0
224,11653_LibroBAC.pdf,D_complejos,Lista de preguntas,llama3,0.2,0.9,1.1,256.0,"Antes de adquirir un crédito y por consiguiente una deuda, hágase las siguientes preguntas: ¿Realmente necesito este artículo ahora o puedo esperar hasta ahorrar el dinero necesario para adquirirlo?, ¿Puedo calificar para el crédito?, ¿Cuál es la tasa de interés?, ¿Hay costos adicionales?, ¿Cuánto es el pago mensual y cuándo se vence?, ¿Tengo capacidad financiera para afrontar el crédito  Puedo pagar el crédito?, ¿Qué pasaría si no realizo los pagos a tiempo?, ¿Cuál sería el costo extra por utilizar el crédito?, ¿Qué tengo que sacrificar para pagar el crédito (costo de oportunidad)? , Tomando en cuenta todo lo anterior, ¿vale la pena utilizar el crédito?","Hágase las siguientes preguntas antes de adquirir un crédito: ¿necesito este artículo ahora o puedo esperar hasta ahorrar el dinero para adquirirlo? ¿Califico para el crédito? ¿Cuál es la tasa de interés? ¿Hay costos adicionales? ¿Cuánto es el pago mensual y cuándo vence? ¿Puedo pagar el crédito? ¿Qué pasaría si no pago a tiempo? ¿Cuál sería el costo extra por utilizar el crédito? ¿Qué debo sacrificar para pagar el crédito? Según todo lo anterior, ¿utilizar el crédito es conveniente?","Antes de tomar un préstamo y incurrir en una deuda, hazte las siguientes preguntas: ¿Necesitas este artículo ahora o puedes esperar a ahorrar el dinero necesario? ¿Puedes calificar para el préstamo? ¿Cuál es la tasa de interés? ¿Hay costos adicionales? ¿Cuánto es el pago mensual y cuándo se vence? ¿Tienes capacidad financiera para pagar el préstamo? ¿Qué pasaría si no realizas los pagos a tiempo? ¿Es valioso utilizar el crédito después de considerar todos estos factores?",47.900789261779295,0.8594372272491455,0.5274725274725275,0.7307692307692307,0
1765,5125_LibroBAC.pdf,D_complejos,Texto histórico-conceptual denso.,llama3,0.2,0.9,1.1,256.0,"Thomas Mun fue el mejor exponente de las ideas predominantes en los siglos XV y XVI y en una serie de sesudas admoniciones aconsejaba a la gente cultivar las tierras baldías, reducir el consumo de géneros extranjeros y los frívolos cambios de moda; procurar mantener en alza los precios de los artículos vendibles al extranjero y reducirlos cuando sostuvieran una competencia eficaz, además de otras medidas relacionadas con fletes, embodegamiento de mercancías, etc.","Thomas Mun fue el mejor exponente de las ideas predominantes en los siglos quince y dieciséis. Él aconsejaba a las personas cultivar las tierras baldías, reducir el consumo de mercancía extranjera y no seguir los superficiales cambios de moda. También aconsejaba mantener los precios en aumento de los artículos vendibles al extranjero y reducirlos cuando tuvieran una competencia eficaz. Además, sugería otras medidas relacionadas con fletes, almacenamiento de mercancías, etcétera.","Thomas Mun era un economista que en el siglo XVI recomendaba a la gente cultivar tierras desiertas, reducir el consumo de productos extranjeros y evitar cambios de moda innecesarios. También sugería mantener los precios altos para vender al exterior y bajarlos cuando fuera necesario para competir efectivamente.",33.666410118624505,0.8077598810195923,0.34375,0.6438356164383562,0
3508,203b_LibroUAC_Sincopyright.pdf,D_complejos,Texto ideológico/económico más cargado.,llama3,0.2,0.9,1.1,256.0,"El modelo económico que prevalece en el mundo occidental, desde la segunda mitad del siglo XX, es el de la economía de mercados cuyos principales exponentes fueron el economista austríaco, Friedrich von Hayek, y el estadounidense Milton Friedman, ambos defensores del liberalismo económico, modelo ideológico que nació en la denominada «escuela austríaca», a comienzos del 1900, y que posteriormente fue adoptado y expandido por la Universidad de Chicago.",El modelo económico sobresaliente en Occidente es el de la economía de mercados. Sus promotores fueron El austríaco Friedrich von Hayek y el estadounidense Milton Friedman. Quienes defendían el liberalismo económico surgido de la escuela austriaca a comienzos de mil novecientos.,"El modelo económico occidental desde mediados del siglo XX es el de economía de mercado. Dos exponentes clave son Friedrich von Hayek y Milton Friedman, defensores del liberalismo económico que surgió en la escuela austríaca y se expandió por la Universidad de Chicago.",41.813424565193976,0.8265315294265747,0.47311827956989244,0.6323529411764706,0
2523,282a_LibroNEFE_Sincopyright.pdf,D_complejos,Enumeración larga con información personal/crediticia.,llama3,0.2,0.9,1.1,256.0,"Además de tus datos personales (nombre, dirección, fecha de nacimiento, número de Seguro Social) y tu información laboral, el informe contiene: tu nivel de endeudamiento; si hiciste los pagos en fecha; si tienes algún préstamo para el que no hayas hecho ningún pago; cuánto tiempo has usado crédito; el monto de crédito que tienes a disposición; el monto de crédito que estás usando en todas tus cuentas de crédito; si alguna de tus cuentas se ha pasado a cobros; si te has declarado en quiebra en los últimos 7 a 10 años; si te han embargado; si tienes facturas impagas, por ejemplo, facturas de servicios públicos o de gastos médicos; consultas sobre tu crédito realizadas por terceros (por ejemplo, arrendadores y entidades crediticias a quienes les solicitaste crédito).","El informe contiene tus datos personales, tu información laboral, tu nivel de endeudamiento. Si hiciste los pagos puntualmente. Si no has pagado algún préstamo. El tiempo de tener crédito y el monto. Si alguna de tus cuentas se ha pasado a cobros. Si te has declarado en quiebra en los últimos siete o diez años. Si te embargaron, entre otros.","Además de tus datos personales y laborales, el informe incluye información sobre tu endeudamiento, pagos, préstamos, uso de crédito, montos disponibles y usados, cobros, quiebras, embargos, facturas impagas y consultas de terceros.",34.888107785166234,0.7426545023918152,0.2772277227722772,0.25,0
