Texto,criterio,evaluacion_interna,evaluacion_externa,diferencia,valor_final_conciliado,aplico_regla_cero
89,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
89,Semántica  (5|3|1),5.0,0.0,5.0,0.0,True
91,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
91,Claridad  (5|3|1),5.0,0.0,5.0,0.0,True
91,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
91,Fluidez y corrección  (5|3|1),5.0,0.0,5.0,0.0,True
91,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
91,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
92,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
92,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
92,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
92,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
95,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
95,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
95,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
95,Semántica  (5|3|1),5.0,0.0,5.0,0.0,True
98,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
98,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
98,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
98,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
103,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
103,Fluidez y corrección  (5|3|1),5.0,0.0,5.0,0.0,True
103,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
103,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
113,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
113,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
113,Fluidez y corrección  (5|3|1),5.0,0.0,5.0,0.0,True
113,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
113,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
115,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
115,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
115,Semántica  (5|3|1),5.0,0.0,5.0,0.0,True
116,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
116,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
116,Fluidez y corrección  (5|3|1),5.0,0.0,5.0,0.0,True
116,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
116,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
116,Semántica  (5|3|1),5.0,0.0,5.0,0.0,True
117,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
117,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
117,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
117,Semántica  (5|3|1),5.0,0.0,5.0,0.0,True
120,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
120,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
120,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
120,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
120,Semántica  (5|3|1),5.0,0.0,5.0,0.0,True
124,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
124,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
124,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
124,Semántica  (5|3|1),5.0,0.0,5.0,0.0,True
127,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
127,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
127,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
127,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
127,Semántica  (5|3|1),5.0,0.0,5.0,0.0,True
128,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
128,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
128,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
128,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
128,Semántica  (5|3|1),5.0,0.0,5.0,0.0,True
136,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
136,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
136,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
136,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
136,Semántica  (5|3|1),5.0,0.0,5.0,0.0,True
139,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
139,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
139,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
139,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
139,Semántica  (5|3|1),5.0,0.0,5.0,0.0,True
144,Adecuación al público / tono (5|3|1),5.0,0.0,5.0,0.0,True
144,Estructura y presentación (5|3|1),5.0,0.0,5.0,0.0,True
144,Fluidez y corrección  (5|3|1),5.0,0.0,5.0,0.0,True
144,Léxico y sintaxis (5|3|1),5.0,0.0,5.0,0.0,True
144,Manejo de números y datos (5|3|1),5.0,0.0,5.0,0.0,True
4,Léxico y sintaxis (5|3|1),5.0,1.0,4.0,3.0,False
23,Adecuación al público / tono (5|3|1),5.0,1.0,4.0,3.0,False
23,Claridad  (5|3|1),5.0,1.0,4.0,3.0,False
23,Estructura y presentación (5|3|1),5.0,1.0,4.0,3.0,False
23,Fluidez y corrección  (5|3|1),5.0,1.0,4.0,3.0,False
23,Léxico y sintaxis (5|3|1),5.0,1.0,4.0,3.0,False
25,Adecuación al público / tono (5|3|1),5.0,1.0,4.0,3.0,False
25,Estructura y presentación (5|3|1),5.0,1.0,4.0,3.0,False
25,Fluidez y corrección  (5|3|1),5.0,1.0,4.0,3.0,False
25,Léxico y sintaxis (5|3|1),5.0,1.0,4.0,3.0,False
25,Manejo de números y datos (5|3|1),5.0,1.0,4.0,3.0,False
26,Claridad  (5|3|1),1.0,5.0,4.0,3.0,False
26,Semántica  (5|3|1),1.0,5.0,4.0,3.0,False
27,Adecuación al público / tono (5|3|1),5.0,1.0,4.0,3.0,False
27,Estructura y presentación (5|3|1),5.0,1.0,4.0,3.0,False
27,Fluidez y corrección  (5|3|1),5.0,1.0,4.0,3.0,False
27,Léxico y sintaxis (5|3|1),5.0,1.0,4.0,3.0,False
27,Manejo de números y datos (5|3|1),5.0,1.0,4.0,3.0,False
28,Adecuación al público / tono (5|3|1),5.0,1.0,4.0,3.0,False
28,Estructura y presentación (5|3|1),5.0,1.0,4.0,3.0,False
28,Fluidez y corrección  (5|3|1),5.0,1.0,4.0,3.0,False
28,Léxico y sintaxis (5|3|1),5.0,1.0,4.0,3.0,False
28,Manejo de números y datos (5|3|1),5.0,1.0,4.0,3.0,False
34,Semántica  (5|3|1),1.0,5.0,4.0,3.0,False
41,Adecuación al público / tono (5|3|1),5.0,1.0,4.0,3.0,False
41,Estructura y presentación (5|3|1),5.0,1.0,4.0,3.0,False
41,Fluidez y corrección  (5|3|1),5.0,1.0,4.0,3.0,False
41,Léxico y sintaxis (5|3|1),5.0,1.0,4.0,3.0,False
41,Manejo de números y datos (5|3|1),5.0,1.0,4.0,3.0,False
48,Adecuación al público / tono (5|3|1),5.0,1.0,4.0,3.0,False
48,Claridad  (5|3|1),5.0,1.0,4.0,3.0,False
48,Estructura y presentación (5|3|1),5.0,1.0,4.0,3.0,False
48,Fluidez y corrección  (5|3|1),5.0,1.0,4.0,3.0,False
48,Léxico y sintaxis (5|3|1),5.0,1.0,4.0,3.0,False
48,Manejo de números y datos (5|3|1),5.0,1.0,4.0,3.0,False
59,Manejo de números y datos (5|3|1),1.0,5.0,4.0,3.0,False
64,Claridad  (5|3|1),1.0,5.0,4.0,3.0,False
65,Manejo de números y datos (5|3|1),1.0,5.0,4.0,3.0,False
67,Claridad  (5|3|1),5.0,1.0,4.0,3.0,False
68,Semántica  (5|3|1),1.0,5.0,4.0,3.0,False
85,Semántica  (5|3|1),5.0,1.0,4.0,3.0,False
93,Manejo de números y datos (5|3|1),1.0,5.0,4.0,3.0,False
99,Estructura y presentación (5|3|1),5.0,1.0,4.0,3.0,False
99,Fluidez y corrección  (5|3|1),5.0,1.0,4.0,3.0,False
104,Semántica  (5|3|1),1.0,5.0,4.0,3.0,False
105,Estructura y presentación (5|3|1),5.0,1.0,4.0,3.0,False
112,Fluidez y corrección  (5|3|1),5.0,1.0,4.0,3.0,False
125,Claridad  (5|3|1),5.0,1.0,4.0,3.0,False
125,Fluidez y corrección  (5|3|1),5.0,1.0,4.0,3.0,False
133,Adecuación al público / tono (5|3|1),5.0,1.0,4.0,3.0,False
133,Estructura y presentación (5|3|1),5.0,1.0,4.0,3.0,False
133,Léxico y sintaxis (5|3|1),5.0,1.0,4.0,3.0,False
133,Manejo de números y datos (5|3|1),5.0,1.0,4.0,3.0,False
134,Semántica  (5|3|1),5.0,1.0,4.0,3.0,False
73,Léxico y sintaxis (5|3|1),0.0,3.0,3.0,0.0,True
79,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
79,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
79,Semántica  (5|3|1),3.0,0.0,3.0,0.0,True
91,Semántica  (5|3|1),3.0,0.0,3.0,0.0,True
92,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
92,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
92,Semántica  (5|3|1),3.0,0.0,3.0,0.0,True
95,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
95,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
95,Manejo de números y datos (5|3|1),3.0,0.0,3.0,0.0,True
98,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
98,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
98,Semántica  (5|3|1),3.0,0.0,3.0,0.0,True
103,Estructura y presentación (5|3|1),3.0,0.0,3.0,0.0,True
103,Semántica  (5|3|1),3.0,0.0,3.0,0.0,True
113,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
113,Semántica  (5|3|1),3.0,0.0,3.0,0.0,True
115,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
115,Estructura y presentación (5|3|1),3.0,0.0,3.0,0.0,True
115,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
115,Léxico y sintaxis (5|3|1),3.0,0.0,3.0,0.0,True
116,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
117,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
117,Estructura y presentación (5|3|1),3.0,0.0,3.0,0.0,True
117,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
120,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
120,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
124,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
124,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
124,Léxico y sintaxis (5|3|1),3.0,0.0,3.0,0.0,True
127,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
127,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
128,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
128,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
136,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
136,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
139,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
139,Fluidez y corrección  (5|3|1),3.0,0.0,3.0,0.0,True
144,Claridad  (5|3|1),3.0,0.0,3.0,0.0,True
144,Semántica  (5|3|1),3.0,0.0,3.0,0.0,True
1,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
2,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
4,Claridad  (5|3|1),5.0,3.0,2.0,4.0,False
4,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
8,Claridad  (5|3|1),5.0,3.0,2.0,4.0,False
8,Estructura y presentación (5|3|1),5.0,3.0,2.0,4.0,False
10,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
11,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
12,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
14,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
15,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
16,Fluidez y corrección  (5|3|1),3.0,5.0,2.0,4.0,False
16,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
18,Claridad  (5|3|1),5.0,3.0,2.0,4.0,False
18,Estructura y presentación (5|3|1),5.0,3.0,2.0,4.0,False
18,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
18,Manejo de números y datos (5|3|1),5.0,3.0,2.0,4.0,False
21,Estructura y presentación (5|3|1),5.0,3.0,2.0,4.0,False
21,Manejo de números y datos (5|3|1),5.0,3.0,2.0,4.0,False
23,Manejo de números y datos (5|3|1),3.0,1.0,2.0,2.0,False
27,Claridad  (5|3|1),3.0,1.0,2.0,2.0,False
30,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
35,Manejo de números y datos (5|3|1),3.0,5.0,2.0,4.0,False
39,Claridad  (5|3|1),5.0,3.0,2.0,4.0,False
40,Adecuación al público / tono (5|3|1),5.0,3.0,2.0,4.0,False
40,Estructura y presentación (5|3|1),5.0,3.0,2.0,4.0,False
40,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
40,Léxico y sintaxis (5|3|1),5.0,3.0,2.0,4.0,False
41,Claridad  (5|3|1),3.0,1.0,2.0,2.0,False
42,Léxico y sintaxis (5|3|1),3.0,5.0,2.0,4.0,False
43,Léxico y sintaxis (5|3|1),3.0,5.0,2.0,4.0,False
48,Semántica  (5|3|1),3.0,1.0,2.0,2.0,False
49,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
51,Semántica  (5|3|1),5.0,3.0,2.0,4.0,False
54,Manejo de números y datos (5|3|1),3.0,1.0,2.0,2.0,False
54,Semántica  (5|3|1),5.0,3.0,2.0,4.0,False
61,Estructura y presentación (5|3|1),5.0,3.0,2.0,4.0,False
61,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
61,Manejo de números y datos (5|3|1),5.0,3.0,2.0,4.0,False
62,Léxico y sintaxis (5|3|1),5.0,3.0,2.0,4.0,False
62,Manejo de números y datos (5|3|1),5.0,3.0,2.0,4.0,False
66,Claridad  (5|3|1),1.0,3.0,2.0,2.0,False
66,Léxico y sintaxis (5|3|1),3.0,5.0,2.0,4.0,False
66,Semántica  (5|3|1),1.0,3.0,2.0,2.0,False
67,Adecuación al público / tono (5|3|1),5.0,3.0,2.0,4.0,False
67,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
68,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
69,Claridad  (5|3|1),5.0,3.0,2.0,4.0,False
69,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
70,Claridad  (5|3|1),5.0,3.0,2.0,4.0,False
70,Semántica  (5|3|1),5.0,3.0,2.0,4.0,False
74,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
74,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
78,Léxico y sintaxis (5|3|1),3.0,5.0,2.0,4.0,False
80,Estructura y presentación (5|3|1),5.0,3.0,2.0,4.0,False
85,Fluidez y corrección  (5|3|1),3.0,5.0,2.0,4.0,False
85,Léxico y sintaxis (5|3|1),3.0,5.0,2.0,4.0,False
86,Semántica  (5|3|1),5.0,3.0,2.0,4.0,False
90,Manejo de números y datos (5|3|1),3.0,5.0,2.0,4.0,False
93,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
96,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
96,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
97,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
97,Semántica  (5|3|1),3.0,1.0,2.0,2.0,False
99,Adecuación al público / tono (5|3|1),5.0,3.0,2.0,4.0,False
99,Claridad  (5|3|1),3.0,1.0,2.0,2.0,False
99,Léxico y sintaxis (5|3|1),5.0,3.0,2.0,4.0,False
100,Adecuación al público / tono (5|3|1),5.0,3.0,2.0,4.0,False
100,Claridad  (5|3|1),5.0,3.0,2.0,4.0,False
100,Estructura y presentación (5|3|1),5.0,3.0,2.0,4.0,False
100,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
100,Léxico y sintaxis (5|3|1),5.0,3.0,2.0,4.0,False
101,Semántica  (5|3|1),5.0,3.0,2.0,4.0,False
104,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
105,Adecuación al público / tono (5|3|1),5.0,3.0,2.0,4.0,False
105,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
106,Semántica  (5|3|1),5.0,3.0,2.0,4.0,False
108,Estructura y presentación (5|3|1),5.0,3.0,2.0,4.0,False
108,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
108,Léxico y sintaxis (5|3|1),5.0,3.0,2.0,4.0,False
108,Semántica  (5|3|1),5.0,3.0,2.0,4.0,False
111,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
111,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
112,Adecuación al público / tono (5|3|1),5.0,3.0,2.0,4.0,False
112,Estructura y presentación (5|3|1),5.0,3.0,2.0,4.0,False
114,Adecuación al público / tono (5|3|1),5.0,3.0,2.0,4.0,False
114,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
118,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
118,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
125,Adecuación al público / tono (5|3|1),5.0,3.0,2.0,4.0,False
125,Léxico y sintaxis (5|3|1),5.0,3.0,2.0,4.0,False
126,Manejo de números y datos (5|3|1),3.0,5.0,2.0,4.0,False
129,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
131,Semántica  (5|3|1),5.0,3.0,2.0,4.0,False
132,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
132,Fluidez y corrección  (5|3|1),5.0,3.0,2.0,4.0,False
133,Fluidez y corrección  (5|3|1),3.0,1.0,2.0,2.0,False
133,Semántica  (5|3|1),3.0,1.0,2.0,2.0,False
134,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
134,Fluidez y corrección  (5|3|1),3.0,5.0,2.0,4.0,False
135,Adecuación al público / tono (5|3|1),5.0,3.0,2.0,4.0,False
135,Estructura y presentación (5|3|1),5.0,3.0,2.0,4.0,False
135,Fluidez y corrección  (5|3|1),3.0,1.0,2.0,2.0,False
137,Semántica  (5|3|1),5.0,3.0,2.0,4.0,False
138,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
138,Fluidez y corrección  (5|3|1),3.0,5.0,2.0,4.0,False
138,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
140,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
140,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
141,Claridad  (5|3|1),3.0,5.0,2.0,4.0,False
141,Semántica  (5|3|1),3.0,5.0,2.0,4.0,False
142,Semántica  (5|3|1),5.0,3.0,2.0,4.0,False
143,Manejo de números y datos (5|3|1),3.0,5.0,2.0,4.0,False
143,Semántica  (5|3|1),5.0,3.0,2.0,4.0,False
103,Claridad  (5|3|1),1.0,0.0,1.0,0.0,True
