sample36_id,texto_eval_id,system_name,source_text,reference_text,generated_text,base_system_name,generated_text_base,generated_text_refined,used_fallback_base,self_refine_model_key,self_refine_model_runtime,inference_seconds,src_words,pred_words,ref_words,src_sentences,pred_sentences,ref_sentences,sari,bleu,fernandez_huerta_pred,fernandez_huerta_src,fernandez_huerta_delta,compression_ratio_eval,sentence_splits,levenshtein_similarity,exact_copy,additions_proportion,deletions_proportion,inflesz_pred,inflesz_src,inflesz_delta,rouge1_f,rouge2_f,rougeL_f,bertscore_f1,sbert_similarity
11,11,lora_llama3_self_refine_llama3,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:","También es útil separar las metas en tres períodos de tiempo para planificar. Aunque se ha abordado esto antes, es importante recordarlo para gestionar mejor el tema presente.",lora_llama3,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento. Aunque ya se trató en el capítulo anterior, se reitera tan importante aspecto centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También es útil separar las metas en tres períodos de tiempo para planificar. Aunque se ha abordado esto antes, es importante recordarlo para gestionar mejor el tema presente.",False,llama3,llama3:8b,2.1536006927490234,50,28,29,1,2,2,52.40490522523345,28.502077777051944,73.12571428571428,92.0,-18.87428571428572,0.56,1,0.5414847161572053,0,0.39285714285714285,0.66,61.56,39.71100000000003,21.848999999999975,0.47619047619047616,0.3278688524590164,0.47619047619047616,,
12,12,lora_llama3_self_refine_llama3,Seguridad financiera: Consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,"Seguridad financiera, consiste en cumplir con las necesidades económicas que se presentan en el futuro de las personas y también cumplir con las obligaciones financieras diarias.",La seguridad financiera es cumplir con las necesidades futuras de las personas y pagar las cuentas diarias.,lora_llama3,La seguridad financiera consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,La seguridad financiera es cumplir con las necesidades futuras de las personas y pagar las cuentas diarias.,False,llama3,llama3:8b,1.3039555549621582,26,17,26,1,1,1,37.697636510846,17.74534466698909,77.31058823529413,80.60923076923079,-3.2986425339366576,0.6538461538461539,0,0.6814814814814815,0,0.29411764705882354,0.5384615384615384,61.57029411764708,53.83884615384618,7.731447963800903,0.5333333333333333,0.3255813953488372,0.5333333333333333,,
13,13,lora_llama3_self_refine_llama3,"La última, pero no menos importante razón, puede ser encontrar un fascinante campo de acción intelectual para comprender el mundo real.",La última es encontrar un campo de acción intelectual para comprender el mundo real.,La última razón es encontrar un campo intelectual interesante para comprender el mundo real.,lora_llama3,La última razón es encontrar un campo de acción intelectual para comprender el mundo real.,La última razón es encontrar un campo intelectual interesante para comprender el mundo real.,False,llama3,llama3:8b,1.1296765804290771,21,14,14,1,1,1,65.77380952380953,54.10822690539399,66.69714285714285,76.26857142857142,-9.57142857142857,0.6666666666666666,0,0.7048458149779736,0,0.14285714285714285,0.42857142857142855,54.88500000000002,55.30166666666668,-0.4166666666666572,0.8666666666666667,0.5714285714285714,0.8000000000000002,,
14,14,lora_llama3_self_refine_llama3,"Si el entusiasmo, y esto no es idealismo ramplón, se orienta hacia la salud, la belleza, el éxito, la felicidad, lo más probable es que se obtenga la salud, la belleza, el éxito y la felicidad.","Si el entusiasmo se dirige hacia la salud, la belleza, el éxito, la felicidad es probable que los consigamos.","Si el entusiasmo se orienta hacia la salud, belleza, éxito y felicidad, es probable obtener estos resultados.",lora_llama3,"Si el entusiasmo se orienta hacia la salud, la belleza, el éxito y la felicidad, es probable que se obtenga estos resultados.","Si el entusiasmo se orienta hacia la salud, belleza, éxito y felicidad, es probable obtener estos resultados.",False,llama3,llama3:8b,1.4807462692260742,36,17,19,1,1,1,47.58276974953177,26.417685206656703,63.19294117647061,92.34,-29.14705882352939,0.4722222222222222,0,0.6423841059602649,0,0.17647058823529413,0.6111111111111112,46.91147058823532,54.887777777777785,-7.976307189542467,0.6666666666666667,0.411764705882353,0.6666666666666667,,
15,15,lora_llama3_self_refine_llama3,"En la segunda etapa de programación, se definen los objetivos y se fijan las metas o resultados esperados, que deben ser lo más específicos y precisos posibles, para tener claridad en lo que se trata de alcanzar con las inversiones por realizar; por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","En la segunda etapa de programación, se definen los objetivos y se fijan las metas específicas.","En la segunda etapa de programación se definen los objetivos y metas claros para saber qué se quiere lograr con las inversiones. Por ejemplo, se establecen tipos de inversión y montos a alcanzar en un plazo determinado.",lora_llama3,"En la segunda etapa de programación se definen los objetivos y se fijan las metas o resultados esperados. Estos deben ser lo más específicos y precisos posibles para tener claridad en lo que se trata de alcanzar con las inversiones por realizar. Por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","En la segunda etapa de programación se definen los objetivos y metas claros para saber qué se quiere lograr con las inversiones. Por ejemplo, se establecen tipos de inversión y montos a alcanzar en un plazo determinado.",False,llama3,llama3:8b,2.63399338722229,74,37,16,1,2,1,49.679581558569105,22.4786138582694,81.32648648648649,90.32648648648652,-9.000000000000028,0.5,1,0.25308641975308643,0,0.21621621621621623,0.6081081081081081,63.735000000000014,13.286351351351371,50.44864864864864,0.5263157894736842,0.4,0.49122807017543857,,
16,16,lora_llama3_self_refine_llama3,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,Estas tarjetas traen pocos riesgos y ayudan a crear buen historial crediticio.,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al demostrar tu capacidad para usar una tarjeta responsablemente.,lora_llama3,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al demostrar tu capacidad para usar una tarjeta responsablemente.,False,llama3,llama3:8b,1.9381680488586426,23,22,12,1,1,1,24.888826954044344,12.062940248564933,54.93090909090908,61.535652173913036,-6.604743083003953,0.9565217391304348,0,0.9453376205787781,0,0.09090909090909091,0.13043478260869565,31.9168181818182,37.56543478260869,-5.64861660079049,0.4705882352941177,0.31249999999999994,0.4705882352941177,,
17,17,lora_llama3_self_refine_llama3,"Adicionalmente, el canal móvil (celulares) es de alto potencial para utilizar pagos a través de mensajería de texto SMS permitiendo, desde cualquier lugar donde se tenga acceso al servicio inalámbrico, realizar pagos electrónicos.","Además, los celulares permiten realizar pagos electrónicos desde cualquier lugar con acceso al servicio inalámbrico.","Además, el canal móvil es ideal para realizar pagos electrónicos a través de SMS desde cualquier lugar con acceso a internet.",lora_llama3,"Adicionalmente, el canal móvil es de alto potencial para utilizar pagos a través de mensajería de texto SMS. Esto permite realizar pagos electrónicos desde cualquier lugar donde se tenga acceso al servicio inalámbrico.","Además, el canal móvil es ideal para realizar pagos electrónicos a través de SMS desde cualquier lugar con acceso a internet.",False,llama3,llama3:8b,1.4885094165802002,33,21,15,1,1,1,50.46284535917915,23.203058032469897,81.98285714285714,60.112727272727284,21.87012987012986,0.6363636363636364,0,0.3436619718309859,0,0.23809523809523808,0.5151515151515151,61.235000000000014,24.692575757575753,36.54242424242426,0.5116279069767442,0.39024390243902435,0.5116279069767442,,
18,18,lora_llama3_self_refine_llama3,"Existen varias modalidades de cheques, como lo mencionan los mismos Alonso, Brailovsky y Ortiz (1999).","Según Alonso, Brailovsky y Ortiz (mil novecientos noventa y nueve) hay varias modalidades de cheques.","Existen varias modalidades de cheques, como mencionan Alonso, Brailovsky y Ortiz.",lora_llama3,"Existen varias modalidades de cheques, como mencionan Alonso, Brailovsky y Ortiz.","Existen varias modalidades de cheques, como mencionan Alonso, Brailovsky y Ortiz.",False,llama3,llama3:8b,1.171762466430664,15,11,15,1,1,1,49.03531653531653,31.99122150567689,55.74909090909092,80.04,-24.29090909090909,0.7333333333333333,0,0.8852459016393442,0,0.0,0.26666666666666666,48.58045454545456,67.23500000000001,-18.654545454545456,0.5925925925925926,0.48,0.2962962962962963,,
19,19,lora_llama3_self_refine_llama3,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",La mayor ventaja es la flexibilidad para el usuario. Quien puede pagar sus saldos completos o en parte mensualmente.,"La mayor ventaja es la flexibilidad para pagar saldos, ya sea al completo cada mes o en parte.",lora_llama3,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.","La mayor ventaja es la flexibilidad para pagar saldos, ya sea al completo cada mes o en parte.",False,llama3,llama3:8b,1.252610206604004,25,18,19,1,1,2,53.25236262593242,36.40995694537797,94.50666666666667,99.56,-5.0533333333333275,0.72,0,0.7256637168141593,0,0.16666666666666666,0.4,78.07944444444446,74.67900000000002,3.400444444444446,0.6486486486486486,0.45714285714285713,0.6486486486486486,,
20,20,lora_llama3_self_refine_llama3,"El dinero que inviertes inicialmente se denomina ""capital"".",El capital es el dinero invertido inicialmente.,El dinero que inviertes al principio se llama capital.,lora_llama3,"El dinero que inviertes inicialmente se llama ""capital"".",El dinero que inviertes al principio se llama capital.,False,llama3,llama3:8b,0.797487735748291,8,9,7,1,1,1,37.083333333333336,5.934202609760488,75.50666666666667,36.59,38.91666666666667,1.125,0,0.7610619469026548,0,0.3333333333333333,0.25,73.23500000000001,35.297500000000014,37.9375,0.375,0.14285714285714288,0.25,,
21,21,lora_llama3_self_refine_llama3,"Existen modelos cuantitativos que permiten determinar de manera técnica el valor de la tasa de descuento como el CAPM1 y el WACC2 (Bell, 2016), los cuales no se incluyen en el presente documento; no obstante, la determinación subjetiva de la tasa de descuento exigida por el accionista puede utilizarse ante la falta de información de los mencionados modelos.","Hay modelos cuantitativos para determinar técnicamente el valor de la tasa de descuento, pero no se incluyen en este documento. Sin embargo, la determinación subjetiva de la tasa de descuento exigida por el accionista se puede utilizar ante la falta de información de esos modelos.","Existen modelos para determinar la tasa de descuento. Sin embargo, estos modelos no se incluyen aquí. En su lugar, la tasa de descuento exigida por el accionista puede ser estimada subjetivamente.",lora_llama3,"Existen modelos cuantitativos para determinar la tasa de descuento. Pero no se incluyen en este documento. Por eso, la tasa de descuento exigida por el accionista puede ser determinada subjetivamente.","Existen modelos para determinar la tasa de descuento. Sin embargo, estos modelos no se incluyen aquí. En su lugar, la tasa de descuento exigida por el accionista puede ser estimada subjetivamente.",False,llama3,llama3:8b,2.397125244140625,58,31,45,1,3,2,52.56668659392651,27.451042060133258,63.42064516129034,80.94344827586207,-17.52280311457173,0.5344827586206896,2,0.5225225225225225,0,0.3225806451612903,0.6379310344827587,57.83392473118281,19.938448275862072,37.89547645532074,0.5822784810126582,0.36363636363636365,0.5063291139240507,,
22,22,lora_llama3_self_refine_llama3,"Particularmente, se observa que el escenario 3 es el único que presenta una situación que no sea rentable.",El escenario tres es el único que presenta una situación no rentable.,"Particularmente, solo el escenario tres presenta una situación no rentable.",lora_llama3,"Particularmente, el escenario tres es el único que presenta una situación no rentable.","Particularmente, solo el escenario tres presenta una situación no rentable.",False,llama3,llama3:8b,0.9623622894287109,18,10,12,1,1,1,58.966588966588965,44.462966469165124,40.64,81.17333333333333,-40.53333333333333,0.5555555555555556,0,0.7845303867403315,0,0.2,0.5555555555555556,34.85500000000002,64.23500000000001,-29.379999999999995,0.7500000000000001,0.6363636363636365,0.7500000000000001,,
23,23,lora_llama3_self_refine_llama3,"Obtenga el rendimiento de un bono de $10,000 que paga el 6.",Saque el rendimiento de un bono de diez mil dólares que paga el seis.,Obtenga el rendimiento de un bono de diez mil dólares que paga el 6%.,lora_llama3,Obtenga el rendimiento de un bono de diez mil dólares que paga el seis por ciento.,Obtenga el rendimiento de un bono de diez mil dólares que paga el 6%.,False,llama3,llama3:8b,1.2947053909301758,13,14,14,1,1,1,76.4930616768852,73.67565054628355,105.26857142857143,120.53230769230768,-15.263736263736249,1.0769230769230769,0,0.8125,0,0.21428571428571427,0.15384615384615385,94.93500000000002,112.36576923076925,-17.43076923076923,0.8666666666666667,0.8571428571428571,0.8666666666666667,,
24,24,lora_llama3_self_refine_llama3,"De partida, el tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.",El tema interesa a todas las personas. Porque las finanzas explican el origen y uso de los ingresos disponibles para satisfacer las necesidades de todos.,"El tema concierne a todos los individuos y durante toda la vida, ya que las finanzas explican cómo se obtienen y se utilizan los ingresos para satisfacer nuestras necesidades personales.",lora_llama3,"El tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.","El tema concierne a todos los individuos y durante toda la vida, ya que las finanzas explican cómo se obtienen y se utilizan los ingresos para satisfacer nuestras necesidades personales.",False,llama3,llama3:8b,2.142483949661255,39,30,25,1,1,2,32.9224141052098,7.980117387982904,73.44,81.14769230769232,-7.7076923076923265,0.7692307692307693,0,0.7115384615384616,0,0.23333333333333334,0.41025641025641024,41.85166666666669,40.04012820512823,1.8115384615384613,0.46428571428571425,0.1851851851851852,0.42857142857142855,,
25,25,lora_llama3_self_refine_llama3,¿Qué función cumplen las empresas en la sociedad?,¿Qué función tienen las empresas en la sociedad?,¿Qué papel juegan las empresas en la sociedad?,lora_llama3,¿Qué función cumplen las empresas en la sociedad?,¿Qué papel juegan las empresas en la sociedad?,False,llama3,llama3:8b,0.7894284725189209,8,8,8,1,1,1,60.909090909090914,61.04735835807847,89.09,89.09,0.0,1.0,0,0.7789473684210526,0,0.25,0.25,89.81000000000002,89.81000000000002,0.0,0.7058823529411765,0.5333333333333333,0.7058823529411765,,
26,26,lora_llama3_self_refine_llama3,Estos principios están diseñados para promover que las firmas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios están diseñados para promover que las empresas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios fomentan la educación de los ciudadanos sobre servicios financieros.,lora_llama3,Estos principios promueven la educación de los ciudadanos en la materia.,Estos principios fomentan la educación de los ciudadanos sobre servicios financieros.,False,llama3,llama3:8b,1.110746145248413,27,11,27,1,1,1,11.693928676687298,3.322897112275475,44.84000000000001,67.50666666666669,-22.66666666666668,0.4074074074074074,0,0.42911877394636017,0,0.36363636363636365,0.7407407407407407,37.253181818181844,39.08314814814818,-1.8299663299663393,0.3809523809523809,0.15,0.28571428571428575,,
27,27,lora_llama3_self_refine_llama3,"Hable con ellos, déles la cara, y hágales saber que está haciendo todo lo que puede para pagarles.","Hable con ellos, enfréntelos y comuníqueles que está haciendo lo posible para pagarles.","Hable con ellos, déles la cara y explíqueles que está haciendo todo lo posible para pagarles.",lora_llama3,Hable con ellos y déles la cara. Hágales saber que está haciendo todo lo que puede para pagarles.,"Hable con ellos, déles la cara y explíqueles que está haciendo todo lo posible para pagarles.",False,llama3,llama3:8b,1.3005435466766357,18,16,13,1,1,1,56.51828233271064,41.15109772030928,80.465,91.17333333333335,-10.708333333333343,0.8888888888888888,0,0.837696335078534,0,0.125,0.2222222222222222,66.23500000000001,74.61833333333335,-8.38333333333334,0.7272727272727272,0.5161290322580646,0.7272727272727272,,
28,28,lora_llama3_self_refine_llama3,Pero ¿en qué se compite?,Pero ¿en qué se compite?,Pero ¿qué se compite?,lora_llama3,"Pero, en qué se compite?",Pero ¿qué se compite?,False,llama3,llama3:8b,0.654921293258667,5,4,5,1,1,1,14.761904761904761,34.98330125272253,76.34,90.44,-14.099999999999994,0.8,0,0.9333333333333333,0,0.0,0.2,93.81000000000002,102.155,-8.344999999999985,0.888888888888889,0.5714285714285715,0.888888888888889,,
29,29,lora_llama3_self_refine_llama3,"Por otra parte, algunas personas sostienen que un impuesto de 10 por ciento impondría el mismo sacrificio a ambas familias.","Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.",Algunas personas creen que un impuesto del 10% impondría el mismo sacrificio a ambas familias.,lora_llama3,"Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.",Algunas personas creen que un impuesto del 10% impondría el mismo sacrificio a ambas familias.,False,llama3,llama3:8b,1.4483838081359863,20,15,20,1,1,1,30.35818667284185,37.79568572412454,84.04,84.74000000000001,-0.7000000000000028,0.75,0,0.8202764976958525,0,0.13333333333333333,0.35,71.38833333333335,65.35000000000002,6.038333333333327,0.7027027027027026,0.5714285714285715,0.7027027027027026,,
30,30,lora_llama3_self_refine_llama3,"Al principio, como ya vimos en el trueque, adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, tuvo la forma de mercancía, pero luego se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, se convirtió en mercancía, pero con el tiempo pasó a ser dinero-papel, cuentas corrientes y otras formas.",lora_llama3,"Al principio adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, se convirtió en mercancía, pero con el tiempo pasó a ser dinero-papel, cuentas corrientes y otras formas.",False,llama3,llama3:8b,1.6716036796569824,27,20,19,1,1,1,46.382023830813864,42.66219662386314,90.74000000000001,94.17333333333333,-3.433333333333323,0.7407407407407407,0,0.7536231884057971,0,0.2,0.4074074074074074,71.58000000000001,66.77203703703705,4.807962962962961,0.6829268292682926,0.46153846153846156,0.5853658536585366,,
31,31,lora_llama3_self_refine_llama3,"¿Son estos sólo sueños, o son metas reales?",¿Estos son sólo sueños o son metas reales?,¿Son solo sueños o metas reales?,lora_llama3,¿Son estos sólo sueños o son metas reales?,¿Son solo sueños o metas reales?,False,llama3,llama3:8b,0.7782204151153564,8,6,8,1,1,1,42.43117993117993,23.099966849728546,89.83999999999999,96.59,-6.750000000000014,0.75,0,0.8533333333333334,0,0.16666666666666666,0.375,97.00166666666668,97.59750000000001,-0.5958333333333314,0.7058823529411764,0.4,0.7058823529411764,,
32,32,lora_llama3_self_refine_llama3,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente hablando carrera pública.",En los pueblos donde el principio de la elección se extiende a todo no existe la carrera pública.,"En los pueblos donde todos pueden elegir, no hay carrera pública.",lora_llama3,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente carrera pública.","En los pueblos donde todos pueden elegir, no hay carrera pública.",False,llama3,llama3:8b,0.9992387294769287,19,11,18,1,1,1,29.156459119178418,18.22730176218205,83.02181818181819,84.62947368421054,-1.6076555023923476,0.5789473684210527,0,0.6179775280898876,0,0.2727272727272727,0.5789473684210527,76.89863636363637,66.51394736842106,10.384688995215313,0.5,0.3333333333333333,0.5,,
