sample36_id,texto_eval_id,system_name,system_family,source_text,reference_text,generated_text,version,src_words,pred_words,ref_words,src_sentences,pred_sentences,ref_sentences,sari,bleu,fernandez_huerta_pred,fernandez_huerta_src,fernandez_huerta_delta,compression_ratio_eval,sentence_splits,levenshtein_similarity,exact_copy,additions_proportion,deletions_proportion,inflesz_pred,inflesz_src,inflesz_delta,rouge1_f,rouge2_f,rougeL_f,bertscore_f1,sbert_similarity
11,11,lora_llama3,lora,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:","También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento. Aunque ya se trató en el capítulo anterior, se reitera tan importante aspecto centrados en el tema del presente y con la intención de reforzar el manejo del mismo:",base,50,47,29,1,2,2,35.67481423980475,34.53524082162092,87.60595744680852,92.0,-4.394042553191483,0.94,1,0.5234657039711191,0,0.02127659574468085,0.08,64.03712765957448,39.71100000000003,24.326127659574453,0.6352941176470589,0.4819277108433735,0.5882352941176471,0.8420698642730713,
12,12,lora_llama3,lora,Seguridad financiera: Consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,"Seguridad financiera, consiste en cumplir con las necesidades económicas que se presentan en el futuro de las personas y también cumplir con las obligaciones financieras diarias.",La seguridad financiera consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,base,26,27,26,1,1,1,39.84314528432176,60.01661228281378,83.06222222222223,80.60923076923079,2.4529914529914407,1.0384615384615385,0,0.975609756097561,0,0.037037037037037035,0.0,55.235000000000014,53.83884615384618,1.3961538461538368,0.8363636363636364,0.7169811320754716,0.8363636363636364,0.9465571045875549,
13,13,lora_llama3,lora,"La última, pero no menos importante razón, puede ser encontrar un fascinante campo de acción intelectual para comprender el mundo real.",La última es encontrar un campo de acción intelectual para comprender el mundo real.,La última razón es encontrar un campo de acción intelectual para comprender el mundo real.,base,21,15,14,1,1,1,88.1268610397467,83.7117009877792,84.04,76.26857142857142,7.7714285714285865,0.7142857142857143,0,0.8,0,0.06666666666666667,0.3333333333333333,71.38833333333335,55.30166666666668,16.086666666666673,0.9375,0.8666666666666666,0.9375,0.9671095013618469,
14,14,lora_llama3,lora,"Si el entusiasmo, y esto no es idealismo ramplón, se orienta hacia la salud, la belleza, el éxito, la felicidad, lo más probable es que se obtenga la salud, la belleza, el éxito y la felicidad.","Si el entusiasmo se dirige hacia la salud, la belleza, el éxito, la felicidad es probable que los consigamos.","Si el entusiasmo se orienta hacia la salud, la belleza, el éxito y la felicidad, es probable que se obtenga estos resultados.",base,36,22,19,1,1,1,58.084315467592205,48.344927050618494,82.20363636363636,92.34,-10.13636363636364,0.6111111111111112,0,0.710691823899371,0,0.09090909090909091,0.4444444444444444,60.235000000000014,54.887777777777785,5.3472222222222285,0.7804878048780488,0.6666666666666666,0.7804878048780488,0.895622968673706,
15,15,lora_llama3,lora,"En la segunda etapa de programación, se definen los objetivos y se fijan las metas o resultados esperados, que deben ser lo más específicos y precisos posibles, para tener claridad en lo que se trata de alcanzar con las inversiones por realizar; por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","En la segunda etapa de programación, se definen los objetivos y se fijan las metas específicas.","En la segunda etapa de programación se definen los objetivos y se fijan las metas o resultados esperados. Estos deben ser lo más específicos y precisos posibles para tener claridad en lo que se trata de alcanzar con las inversiones por realizar. Por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.",base,74,74,16,1,3,1,17.667262374707747,15.899805847613234,86.75891891891892,90.32648648648652,-3.5675675675675933,1.0,2,0.40326340326340326,0,0.013513513513513514,0.013513513513513514,61.777792792792795,13.286351351351371,48.491441441441424,0.35051546391752575,0.31578947368421056,0.35051546391752575,0.7905243039131165,
16,16,lora_llama3,lora,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,Estas tarjetas traen pocos riesgos y ayudan a crear buen historial crediticio.,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,base,23,23,12,1,1,1,8.910533910533909,11.525449313283318,61.535652173913036,61.535652173913036,0.0,1.0,0,1.0,1,0.0,0.0,37.56543478260869,37.56543478260869,0.0,0.4571428571428571,0.30303030303030304,0.4571428571428571,0.8625258207321167,
17,17,lora_llama3,lora,"Adicionalmente, el canal móvil (celulares) es de alto potencial para utilizar pagos a través de mensajería de texto SMS permitiendo, desde cualquier lugar donde se tenga acceso al servicio inalámbrico, realizar pagos electrónicos.","Además, los celulares permiten realizar pagos electrónicos desde cualquier lugar con acceso al servicio inalámbrico.","Adicionalmente, el canal móvil es de alto potencial para utilizar pagos a través de mensajería de texto SMS. Esto permite realizar pagos electrónicos desde cualquier lugar donde se tenga acceso al servicio inalámbrico.",base,33,33,15,1,2,1,34.49226128782535,22.739562220830447,62.47636363636364,60.112727272727284,2.3636363636363527,1.0,1,0.7857142857142857,0,0.06060606060606061,0.06060606060606061,46.85621212121214,24.692575757575753,22.163636363636385,0.46428571428571425,0.37037037037037035,0.46428571428571425,0.8647160530090332,
18,18,lora_llama3,lora,"Existen varias modalidades de cheques, como lo mencionan los mismos Alonso, Brailovsky y Ortiz (1999).","Según Alonso, Brailovsky y Ortiz (mil novecientos noventa y nueve) hay varias modalidades de cheques.","Existen varias modalidades de cheques, como mencionan Alonso, Brailovsky y Ortiz.",base,15,11,15,1,1,1,49.03531653531653,31.99122150567689,55.74909090909092,80.04,-24.29090909090909,0.7333333333333333,0,0.8852459016393442,0,0.0,0.26666666666666666,48.58045454545456,67.23500000000001,-18.654545454545456,0.5925925925925926,0.48,0.2962962962962963,0.8217395544052124,
19,19,lora_llama3,lora,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",La mayor ventaja es la flexibilidad para el usuario. Quien puede pagar sus saldos completos o en parte mensualmente.,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",base,25,25,19,1,1,2,17.350576568950668,29.615165360116254,99.56,99.56,0.0,1.0,0,1.0,1,0.0,0.0,74.67900000000002,74.67900000000002,0.0,0.6818181818181819,0.5238095238095238,0.6818181818181819,0.8860105872154236,
20,20,lora_llama3,lora,"El dinero que inviertes inicialmente se denomina ""capital"".",El capital es el dinero invertido inicialmente.,"El dinero que inviertes inicialmente se llama ""capital"".",base,8,8,7,1,1,1,22.54088504088504,5.604233375480572,51.59,36.59,15.0,1.0,0,0.9217391304347826,0,0.125,0.125,50.8725,35.297500000000014,15.574999999999989,0.5333333333333333,0.15384615384615383,0.39999999999999997,0.8269022107124329,
21,21,lora_llama3,lora,"Existen modelos cuantitativos que permiten determinar de manera técnica el valor de la tasa de descuento como el CAPM1 y el WACC2 (Bell, 2016), los cuales no se incluyen en el presente documento; no obstante, la determinación subjetiva de la tasa de descuento exigida por el accionista puede utilizarse ante la falta de información de los mencionados modelos.","Hay modelos cuantitativos para determinar técnicamente el valor de la tasa de descuento, pero no se incluyen en este documento. Sin embargo, la determinación subjetiva de la tasa de descuento exigida por el accionista se puede utilizar ante la falta de información de esos modelos.","Existen modelos cuantitativos para determinar la tasa de descuento. Pero no se incluyen en este documento. Por eso, la tasa de descuento exigida por el accionista puede ser determinada subjetivamente.",base,58,30,45,1,3,2,58.46447927200608,33.895744937041904,52.64,80.94344827586207,-28.303448275862067,0.5172413793103449,2,0.17173524150268335,0,0.26666666666666666,0.6206896551724138,47.315000000000026,19.938448275862072,27.376551724137954,0.6153846153846154,0.5263157894736842,0.6153846153846154,0.8930917978286743,
22,22,lora_llama3,lora,"Particularmente, se observa que el escenario 3 es el único que presenta una situación que no sea rentable.",El escenario tres es el único que presenta una situación no rentable.,"Particularmente, el escenario tres es el único que presenta una situación no rentable.",base,18,13,12,1,1,1,93.97459838636308,77.60114635728617,60.532307692307704,81.17333333333333,-20.641025641025628,0.7222222222222222,0,0.8541666666666666,0,0.07692307692307693,0.3333333333333333,50.06576923076926,64.23500000000001,-14.16923076923075,0.962962962962963,0.9600000000000001,0.962962962962963,0.9482125639915466,
23,23,lora_llama3,lora,"Obtenga el rendimiento de un bono de $10,000 que paga el 6.",Saque el rendimiento de un bono de diez mil dólares que paga el seis.,Obtenga el rendimiento de un bono de diez mil dólares que paga el seis por ciento.,base,13,16,14,1,1,1,84.26046605613169,75.41859578343532,102.965,120.53230769230768,-17.56730769230768,1.2307692307692308,0,0.723404255319149,0,0.375,0.23076923076923078,89.59750000000001,112.36576923076925,-22.768269230769235,0.8749999999999999,0.8666666666666666,0.8749999999999999,0.9231357574462891,
24,24,lora_llama3,lora,"De partida, el tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.",El tema interesa a todas las personas. Porque las finanzas explican el origen y uso de los ingresos disponibles para satisfacer las necesidades de todos.,"El tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.",base,39,37,25,1,1,2,18.880530462613176,20.89375946545534,80.84000000000002,81.14769230769232,-0.3076923076923066,0.9487179487179487,0,0.7053571428571429,0,0.0,0.05128205128205128,41.86743243243245,40.04012820512823,1.827304227304225,0.5806451612903226,0.33333333333333337,0.5483870967741935,0.879106879234314,
25,25,lora_llama3,lora,¿Qué función cumplen las empresas en la sociedad?,¿Qué función tienen las empresas en la sociedad?,¿Qué función cumplen las empresas en la sociedad?,base,8,8,8,1,1,1,26.60215601392072,66.06328636027612,89.09,89.09,0.0,1.0,0,1.0,1,0.0,0.0,89.81000000000002,89.81000000000002,0.0,0.8888888888888888,0.75,0.8888888888888888,0.9631246328353882,
26,26,lora_llama3,lora,Estos principios están diseñados para promover que las firmas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios están diseñados para promover que las empresas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios promueven la educación de los ciudadanos en la materia.,base,27,11,27,1,1,1,12.035723179232308,4.545000186740539,66.65818181818184,67.50666666666669,-0.8484848484848442,0.4074074074074074,0,0.4596774193548387,0,0.45454545454545453,0.7777777777777778,59.9077272727273,39.08314814814818,20.824579124579117,0.33333333333333337,0.15,0.33333333333333337,0.8124595880508423,
27,27,lora_llama3,lora,"Hable con ellos, déles la cara, y hágales saber que está haciendo todo lo que puede para pagarles.","Hable con ellos, enfréntelos y comuníqueles que está haciendo lo posible para pagarles.",Hable con ellos y déles la cara. Hágales saber que está haciendo todo lo que puede para pagarles.,base,18,18,13,1,2,1,28.476947932593095,17.081757135480377,85.50666666666669,91.17333333333335,-5.666666666666657,1.0,1,0.9538461538461539,0,0.0,0.0,83.61833333333335,74.61833333333335,9.0,0.5714285714285715,0.30303030303030304,0.5714285714285715,0.820549488067627,
28,28,lora_llama3,lora,Pero ¿en qué se compite?,Pero ¿en qué se compite?,"Pero, en qué se compite?",base,5,5,5,1,1,1,23.547979797979796,43.47208719449914,90.44,90.44,0.0,1.0,0,0.9583333333333334,0,0.0,0.0,102.155,102.155,0.0,1.0,1.0,1.0,0.9555622339248657,
29,29,lora_llama3,lora,"Por otra parte, algunas personas sostienen que un impuesto de 10 por ciento impondría el mismo sacrificio a ambas familias.","Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.","Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.",base,20,20,20,1,1,1,100.0,100.00000000000004,81.74000000000001,84.74000000000001,-3.0,1.0,0,0.9758064516129032,0,0.05,0.05,62.235000000000014,65.35000000000002,-3.115000000000009,1.0,1.0,1.0,1.0,
30,30,lora_llama3,lora,"Al principio, como ya vimos en el trueque, adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, tuvo la forma de mercancía, pero luego se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.",base,27,21,19,1,1,1,51.64317703500867,67.25157402359801,87.69714285714288,94.17333333333333,-6.476190476190453,0.7777777777777778,0,0.8943661971830986,0,0.0,0.2222222222222222,67.16833333333335,66.77203703703705,0.39629629629629903,0.8571428571428572,0.7500000000000001,0.8571428571428572,0.9611473679542542,
31,31,lora_llama3,lora,"¿Son estos sólo sueños, o son metas reales?",¿Estos son sólo sueños o son metas reales?,¿Son estos sólo sueños o son metas reales?,base,8,8,8,1,1,1,65.01653439153439,72.59795291154772,96.59,96.59,0.0,1.0,0,0.9882352941176471,0,0.0,0.0,97.59750000000001,97.59750000000001,0.0,1.0,0.7777777777777778,0.9,0.9709876775741577,
32,32,lora_llama3,lora,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente hablando carrera pública.",En los pueblos donde el principio de la elección se extiende a todo no existe la carrera pública.,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente carrera pública.",base,19,18,18,1,1,1,47.09218146718146,70.39848207052137,87.84,84.62947368421054,3.2105263157894655,0.9473684210526315,0,0.9585253456221198,0,0.0,0.05263157894736842,71.15722222222225,66.51394736842106,4.643274853801188,0.9,0.8421052631578947,0.9,0.9559062719345093,
33,33,lora_llama3,lora,"Sin entusiasmo, dijo alguien famoso, nunca se ha podido realizar nada grande.",Sin entusiasmo no se logró nada grande.,"Sin entusiasmo, dijo alguien famoso, nunca se ha podido realizar nada grande.",base,12,12,7,1,1,1,8.893557422969188,12.874330508144842,68.34,68.34,0.0,1.0,0,1.0,1,0.0,0.0,59.85166666666669,59.85166666666669,0.0,0.5263157894736842,0.23529411764705885,0.5263157894736842,0.8167169690132141,
34,34,lora_llama3,lora,"Por tanto, este método calcula interés sobre interés.","Por eso, este método calcula interés sobre interés.","Por tanto, este método calcula interés sobre interés.",base,8,8,8,1,1,1,29.273705096073524,78.25422900366438,51.59,51.59,0.0,1.0,0,1.0,1,0.0,0.0,50.8725,50.8725,0.0,0.9090909090909091,0.8000000000000002,0.9090909090909091,0.9839215874671936,
35,35,lora_llama3,lora,"El resultado es aproximado a $300,000 en seis años.",El resultado es aproximadamente trescientos mil dólares en seis años.,El resultado es aproximado a trescientos dólares en seis años.,base,10,10,10,1,1,1,60.76388888888889,48.326978309062206,64.64,100.64,-36.0,1.0,0,0.7610619469026548,0,0.2,0.2,59.775000000000006,97.155,-37.379999999999995,0.8333333333333334,0.6363636363636364,0.8333333333333334,0.9367000460624695,
36,36,lora_llama3,lora,Documente todos sus gastos e ingresos o compárelos con lo que usted planificó que iba a gastar en el mes.,Documente todos sus gastos e ingresos y compárelos con lo que usted planificó que iba a gastar en el mes.,Documente todos sus gastos e ingresos.,base,20,6,20,1,1,1,23.5771309964786,11.380295453101374,59.84,93.74000000000001,-33.900000000000006,0.3,0,0.5314685314685315,0,0.0,0.7,65.85166666666669,74.69500000000001,-8.84333333333332,0.4444444444444445,0.4,0.4444444444444445,0.81116783618927,
1,37,lora_mistral,lora,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",No tiene sentido ni motivación. Estos elementos son esenciales para la competencia.,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",base,12,12,12,1,1,2,9.18560606060606,10.571070857151541,48.34,48.34,0.0,1.0,0,1.0,1,0.0,0.0,39.08500000000001,39.08500000000001,0.0,0.6153846153846154,0.25,0.6153846153846154,0.8591129779815674,
2,38,lora_mistral,lora,"En los procesos de importaciones y exportaciones intervienen, además de clientes y proveedores, instituciones del Estado y los bancos, tal como se indica en el siguiente recuadro:",Clientes y proveedores intervienen en las importancias y exportaciones. También lo hacen las instituciones estatales y los banco como se indica a continuación:,"En los procesos de importaciones y exportaciones intervienen, además de clientes y proveedores, instituciones del Estado y los bancos, como se indica en el siguiente recuadro:",base,27,26,23,1,1,2,15.392660172071936,8.384179702790084,66.76307692307695,69.72888888888889,-2.9658119658119375,0.9629629629629629,0,0.9887005649717514,0,0.0,0.037037037037037035,39.461923076923085,41.39055555555555,-1.9286324786324656,0.5,0.24000000000000002,0.34615384615384615,0.8179330229759216,
3,39,lora_mistral,lora,"El robo de identidad ocurre cuando su información personal, tal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","El robo de identidad ocurre cuando su información personal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.",El robo de identidad ocurre cuando su información personal se usa sin su conocimiento para cometer un fraude o robo.,base,33,20,32,1,1,1,32.33080471524408,42.31846227698562,75.74000000000001,81.9309090909091,-6.190909090909088,0.6060606060606061,0,0.7631578947368421,0,0.05,0.42424242424242425,56.004999999999995,47.34712121212122,8.657878787878772,0.7017543859649122,0.6181818181818183,0.7017543859649122,0.908835768699646,
4,40,lora_mistral,lora,"Los sueños de los niños tienen una gran variedad que va desde Tarzán hasta el Agente 007, pasando por Superman.",Los sueños de los niños son variados y van desde Tarzán hasta el Agente 007 y Superman.,Los sueños de los niños tienen una gran variedad.,base,20,9,17,1,1,1,35.42469674716052,18.47342421956772,95.50666666666666,99.74000000000001,-4.2333333333333485,0.45,0,0.6125,0,0.0,0.55,94.00166666666668,80.92500000000001,13.076666666666668,0.45161290322580644,0.41379310344827586,0.45161290322580644,0.8040058612823486,
5,41,lora_mistral,lora,Expresiones como soborno y cohecho se refieren a ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,Expresiones como soborno y cohecho se refieren a delitos vinculados a comprar la voluntad de alguien para provecho personal.,Expresiones como soborno y cohecho se refieren a ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,base,22,22,19,1,1,1,22.119963369963372,48.679550186613355,68.56727272727274,68.56727272727274,0.0,1.0,0,1.0,1,0.0,0.0,46.07590909090911,46.07590909090911,0.0,0.761904761904762,0.6,0.761904761904762,0.958191454410553,
6,42,lora_mistral,lora,"DIRECCIÓN DE PRESUPUESTO (DIPRES): ""formula y lleva el control presupuestario de la nación.""",DIRECCIÓN DE PRESUPUESTO: formula y lleva el control presupuestario de la nación.,La Dirección de Presupuesto formula y lleva el control presupuestario de la nación.,base,13,13,12,1,1,1,65.60044893378227,67.67781116542882,74.37846153846155,69.76307692307694,4.615384615384613,1.0,0,0.6857142857142857,0,0.07692307692307693,0.07692307692307693,64.44269230769231,59.65038461538464,4.7923076923076735,0.9655172413793104,0.962962962962963,0.9655172413793104,0.8006952404975891,
7,43,lora_mistral,lora,"Interés compuesto: Es la suma del capital y el interés acumulado, que se va multiplicando según los plazos convenidos. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.",El interés compuesto es la suma del capital y el interés acumulado. La tasa de interés es el porcentaje aplicado a un préstamo o inversión realizada.,El interés compuesto es la suma del capital y el interés acumulado. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.,base,35,28,26,2,2,2,76.39939181826774,83.90782502060263,79.55428571428571,77.58285714285716,1.9714285714285467,0.8,0,0.83008356545961,0,0.03571428571428571,0.22857142857142856,68.23500000000001,61.17500000000004,7.059999999999974,0.9374999999999999,0.9032258064516129,0.9374999999999999,0.9840890169143677,
8,44,lora_mistral,lora,La producción en un país se realiza mediante lo que se conoce como factores de producción y de los cuales nos ocuparemos en detalle más adelante.,A través de los factores de producción se realiza la producción en un país. Más adelante nos ocuparemos en detalle de estos factores.,La producción en un país se realiza mediante los factores de producción. Estos se ocuparán en detalle más adelante.,base,26,19,23,1,2,2,51.55960004618415,23.63339973535088,76.10315789473685,89.84000000000002,-13.736842105263165,0.7307692307692307,1,0.8307692307692308,0,0.10526315789473684,0.34615384615384615,72.73500000000001,63.42346153846155,9.311538461538461,0.7692307692307692,0.5599999999999999,0.4615384615384615,0.8736739754676819,
9,45,lora_mistral,lora,"A pesar de que algunos critican al intermediario, se necesita a este individuo en la economía.","Aunque algunas personas critican al intermediario, este individuo es necesario en la economía.","Algunos critican al intermediario, pero se necesita a este individuo en la economía.",base,16,13,13,1,1,1,43.68003341687552,36.15855225145533,51.30153846153848,69.215,-17.913461538461526,0.8125,0,0.8876404494382022,0,0.07692307692307693,0.25,40.48115384615386,54.55375000000001,-14.072596153846149,0.6428571428571429,0.46153846153846156,0.6428571428571429,0.9014090895652771,
10,46,lora_mistral,lora,El impuesto a los réditos es también un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a las utilidades también es un buen método para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a los réditos es un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,base,22,21,22,1,1,1,43.99022274022274,65.8198946244535,96.26857142857143,95.84,0.4285714285714306,0.9545454545454546,0,0.9649122807017544,0,0.0,0.045454545454545456,76.06833333333334,74.39409090909092,1.674242424242422,0.7826086956521738,0.6818181818181819,0.7826086956521738,0.9461506009101868,
