sample36_id,texto_eval_id,system_name,system_family,source_text,reference_text,generated_text,src_words,pred_words,ref_words,src_sentences,pred_sentences,ref_sentences,sari,bleu,fernandez_huerta_pred,fernandez_huerta_src,fernandez_huerta_delta,compression_ratio_eval,sentence_splits,levenshtein_similarity,exact_copy,additions_proportion,deletions_proportion,inflesz_pred,inflesz_src,inflesz_delta,rouge1_f,rouge2_f,rougeL_f,bertscore_f1,sbert_similarity,score_cualitativo_1_5,score_cualitativo_100,aplico_regla_cero,score_fidelidad,score_comprension,score_fluidez,score_lexico,score_tono,score_estructura,score_numeros,version
11,11,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:","Separar las metas en tres períodos de tiempo es útil para planificar. Esto ya se mencionó anteriormente, pero es importante recordarlo para gestionar mejor tus objetivos.",50,26,29,1,2,2,49.687652281217744,21.01004679607825,65.14769230769232,92.0,-26.85230769230768,0.52,1,0.5209713024282561,0,0.4615384615384615,0.72,54.858076923076936,39.71100000000003,15.14707692307691,0.3999999999999999,0.3103448275862069,0.3999999999999999,0.768795907497406,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
12,12,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,Seguridad financiera: Consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,"Seguridad financiera, consiste en cumplir con las necesidades económicas que se presentan en el futuro de las personas y también cumplir con las obligaciones financieras diarias.","La seguridad financiera es importante porque te permite pagar tus necesidades actuales y futuras, así como también cumple con tus compromisos diarios.",26,22,26,1,1,1,23.485703323164625,2.166216400332231,63.11272727272727,80.60923076923079,-17.49650349650352,0.8461538461538461,0,0.5814696485623003,0,0.7727272727272727,0.8076923076923077,40.41227272727272,53.83884615384618,-13.426573426573457,0.2745098039215686,0.0816326530612244,0.2745098039215686,0.7790085673332214,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
13,13,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"La última, pero no menos importante razón, puede ser encontrar un fascinante campo de acción intelectual para comprender el mundo real.",La última es encontrar un campo de acción intelectual para comprender el mundo real.,La razón final es encontrar un tema interesante que te ayude a entender mejor el mundo.,21,16,14,1,1,1,35.419194095664686,11.64394847706997,84.215,76.26857142857142,7.946428571428584,0.7619047619047619,0,0.5045045045045045,0,0.625,0.7142857142857143,70.12875000000001,55.30166666666668,14.827083333333334,0.4374999999999999,0.1999999999999999,0.375,0.8186932802200317,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
14,14,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"Si el entusiasmo, y esto no es idealismo ramplón, se orienta hacia la salud, la belleza, el éxito, la felicidad, lo más probable es que se obtenga la salud, la belleza, el éxito y la felicidad.","Si el entusiasmo se dirige hacia la salud, la belleza, el éxito, la felicidad es probable que los consigamos.","Si nos enfocamos en la salud, la belleza, el éxito y la felicidad con entusiasmo, es probable que logremos esos objetivos.",36,21,19,1,1,1,54.89314589971329,37.41569352955004,79.1257142857143,92.34,-13.214285714285708,0.5833333333333334,0,0.3746031746031746,0,0.3333333333333333,0.6111111111111112,58.26833333333336,54.887777777777785,3.380555555555574,0.6500000000000001,0.4210526315789474,0.6,0.8528147339820862,,4.7,94.0,False,5.0,5.0,3.0,5.0,5.0,5.0,5.0,
15,15,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"En la segunda etapa de programación, se definen los objetivos y se fijan las metas o resultados esperados, que deben ser lo más específicos y precisos posibles, para tener claridad en lo que se trata de alcanzar con las inversiones por realizar; por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","En la segunda etapa de programación, se definen los objetivos y se fijan las metas específicas.","En la segunda etapa, se establecen objetivos claros y precisos para saber qué se quiere lograr con las inversiones. Por ejemplo, se define el tipo de inversión y el monto a lograr en un plazo determinado o los resultados que se desean alcanzar.",74,43,16,1,2,1,36.57615669162624,7.020662805379729,86.28186046511627,90.32648648648652,-4.044626021370249,0.581081081081081,1,0.1664190193164933,0,0.3255813953488372,0.6081081081081081,65.08151162790699,13.286351351351373,51.79516027655562,0.3870967741935484,0.1,0.2903225806451613,0.7794783115386963,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
16,16,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,Estas tarjetas traen pocos riesgos y ayudan a crear buen historial crediticio.,"Estas tarjetas son seguras y te permiten construir un buen historial crediticio, demostrando que puedes utilizarla de manera responsable.",23,19,12,1,1,1,41.96897220426632,9.246523455174716,59.36631578947372,61.53565217391304,-2.169336384439319,0.8260869565217391,0,0.5255972696245734,0,0.7894736842105263,0.8260869565217391,40.28236842105267,37.56543478260869,2.716933638443976,0.3870967741935484,0.2068965517241379,0.3870967741935484,0.8265324831008911,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
17,17,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"Adicionalmente, el canal móvil (celulares) es de alto potencial para utilizar pagos a través de mensajería de texto SMS permitiendo, desde cualquier lugar donde se tenga acceso al servicio inalámbrico, realizar pagos electrónicos.","Además, los celulares permiten realizar pagos electrónicos desde cualquier lugar con acceso al servicio inalámbrico.",El pago electrónico por mensaje de texto (SMS) es una forma rápida y conveniente para pagar en cualquier lugar con conexión a Internet.,33,23,15,1,1,1,34.34866704876049,5.778323992708342,82.40521739130435,60.11272727272728,22.292490118577064,0.696969696969697,0,0.3780821917808219,0,0.6086956521739131,0.7272727272727273,59.235000000000014,24.692575757575757,34.54242424242426,0.1818181818181818,0.0952380952380952,0.1818181818181818,0.7625207901000977,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
18,18,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"Existen varias modalidades de cheques, como lo mencionan los mismos Alonso, Brailovsky y Ortiz (1999).","Según Alonso, Brailovsky y Ortiz (mil novecientos noventa y nueve) hay varias modalidades de cheques.",Existen diferentes tipos de cheques.,15,5,15,1,1,1,32.350278233898926,3.4612527278913885,42.440000000000005,80.04,-37.6,0.3333333333333333,0,0.3623188405797101,0,0.4,0.8,52.315000000000026,67.23500000000001,-14.919999999999987,0.1904761904761904,0.1052631578947368,0.1904761904761904,0.7003790140151978,,3.9,78.0,False,5.0,3.0,3.0,5.0,5.0,3.0,3.0,
19,19,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",La mayor ventaja es la flexibilidad para el usuario. Quien puede pagar sus saldos completos o en parte mensualmente.,"La principal ventaja es que el usuario tiene libertad para elegir cómo paga sus deudas, ya sea pagando todo el saldo al final del mes o haciendo pagos parciales.",25,29,19,1,1,2,32.5098213223956,4.15466379165763,91.59862068965518,99.56,-7.961379310344824,1.16,0,0.5187713310580204,0,0.6896551724137931,0.64,61.82810344827588,74.67900000000002,-12.850896551724134,0.326530612244898,0.0851063829787234,0.2857142857142857,0.7960894703865051,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
20,20,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"El dinero que inviertes inicialmente se denomina ""capital"".",El capital es el dinero invertido inicialmente.,El capital es el dinero que inviertes al principio.,8,9,7,1,1,1,53.345959595959606,41.11336169005198,82.17333333333335,36.59,45.58333333333334,1.125,0,0.5636363636363636,0,0.4444444444444444,0.375,80.15722222222225,35.297500000000014,44.85972222222223,0.6250000000000001,0.5714285714285715,0.6250000000000001,0.8973148465156555,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
21,21,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"Existen modelos cuantitativos que permiten determinar de manera técnica el valor de la tasa de descuento como el CAPM1 y el WACC2 (Bell, 2016), los cuales no se incluyen en el presente documento; no obstante, la determinación subjetiva de la tasa de descuento exigida por el accionista puede utilizarse ante la falta de información de los mencionados modelos.","Hay modelos cuantitativos para determinar técnicamente el valor de la tasa de descuento, pero no se incluyen en este documento. Sin embargo, la determinación subjetiva de la tasa de descuento exigida por el accionista se puede utilizar ante la falta de información de esos modelos.","Se pueden utilizar modelos matemáticos para calcular el valor de la tasa de descuento, como CAPM y WACC. Sin embargo, si no se dispone de esa información, se puede determinar subjetivamente la tasa de descuento que un accionista requiere.",58,39,45,1,2,2,50.24572706583482,27.510381761589063,75.45538461538462,80.94344827586207,-5.488063660477451,0.6724137931034483,1,0.0938023450586264,0,0.4358974358974359,0.6206896551724138,56.34525641025641,19.938448275862072,36.40680813439434,0.5617977528089888,0.2988505747126437,0.3820224719101123,0.832374095916748,,4.7,94.0,False,5.0,5.0,5.0,5.0,5.0,3.0,3.0,
22,22,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"Particularmente, se observa que el escenario 3 es el único que presenta una situación que no sea rentable.",El escenario tres es el único que presenta una situación no rentable.,El escenario 3 es el único que no genera ganancias.,18,10,12,1,1,1,40.96828260729863,24.99775832399596,88.64,81.17333333333333,7.466666666666669,0.5555555555555556,0,0.4968152866242038,0,0.2,0.5555555555555556,84.69500000000001,64.23500000000001,20.459999999999997,0.608695652173913,0.380952380952381,0.608695652173913,0.897452712059021,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
23,23,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"Obtenga el rendimiento de un bono de $10,000 que paga el 6.",Saque el rendimiento de un bono de diez mil dólares que paga el seis.,El rendimiento anual del bono es de $600.,13,8,14,1,1,1,29.286707373007683,3.59927582376646,104.09,120.53230769230768,-16.44230769230768,0.6153846153846154,0,0.58,0,0.5,0.6923076923076923,105.38500000000002,112.36576923076925,-6.980769230769226,0.3478260869565218,0.0952380952380952,0.3478260869565218,0.7721225023269653,,1.0,20.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
24,24,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"De partida, el tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.",El tema interesa a todas las personas. Porque las finanzas explican el origen y uso de los ingresos disponibles para satisfacer las necesidades de todos.,Las finanzas son importantes en la vida diaria porque determinan cómo gastamos o ahorraremos nuestros ingresos. (,39,16,25,1,2,2,33.523802070943255,1.7143713968707794,55.34,81.14769230769232,-25.80769230769232,0.4102564102564102,1,0.227405247813411,0,0.6875,0.8717948717948718,54.766250000000014,40.04012820512823,14.726121794871789,0.1904761904761905,0.05,0.1428571428571428,0.7357699871063232,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
25,25,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,¿Qué función cumplen las empresas en la sociedad?,¿Qué función tienen las empresas en la sociedad?,"Las empresas son fundamentales para la sociedad porque crean empleos, producen bienes y servicios que mejoran nuestra calidad de vida, y generan riqueza. Además, contribuyen a la innovación y el progreso tecnológico, lo que nos permite vivir mejor y más cómodamente.",8,41,8,1,2,1,27.222222222222214,1.7203927233010683,71.62048780487805,89.09,-17.46951219512195,5.125,1,0.0571428571428571,0,0.902439024390244,0.5,51.09841463414634,89.81000000000002,-38.71158536585368,0.1818181818181818,0.0754716981132075,0.1454545454545454,0.676493227481842,,1.0,20.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
26,26,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,Estos principios están diseñados para promover que las firmas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios están diseñados para promover que las empresas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios buscan fomentar la educación financiera entre los ciudadanos.,27,10,27,1,1,1,9.790735419327374,2.389812490863547,40.64,67.50666666666669,-26.86666666666669,0.3703703703703703,0,0.4724409448818897,0,0.6,0.8518518518518519,34.85500000000002,39.08314814814818,-4.228148148148165,0.2439024390243902,0.1025641025641025,0.2439024390243902,0.8230160474777222,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
27,27,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"Hable con ellos, déles la cara, y hágales saber que está haciendo todo lo que puede para pagarles.","Hable con ellos, enfréntelos y comuníqueles que está haciendo lo posible para pagarles.","Hable con ellos, déles la cara y explíqueles que estás trabajando duro para pagarte a ti mismo.",18,17,13,1,1,1,42.53972317794396,15.071676257541071,84.36941176470589,91.17333333333336,-6.803921568627459,0.9444444444444444,0,0.6839378238341969,0,0.4705882352941176,0.5,68.89970588235296,74.61833333333335,-5.718627450980392,0.4571428571428572,0.2424242424242424,0.4571428571428572,0.8012685179710388,,1.0,20.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
28,28,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,Pero ¿en qué se compite?,Pero ¿en qué se compite?,"La gente se compete por ganar dinero y tener una buena vida, pero no hay un solo camino para lograrlo. Algunos buscan la riqueza a través de inversiones riesgosas, mientras que otros prefieren ahorrar y ser prudentes.",5,37,5,1,2,1,4.166666666666667,0.8954307276600084,82.94810810810812,90.44,-7.491891891891882,7.4,1,0.0331950207468879,0,0.945945945945946,0.6,65.4187837837838,102.155,-36.73621621621621,0.0930232558139534,0.0,0.0465116279069767,0.6273145079612732,,1.0,20.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
29,29,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"Por otra parte, algunas personas sostienen que un impuesto de 10 por ciento impondría el mismo sacrificio a ambas familias.","Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.",Algunos creen que un impuesto del 10% sería igualmente duro para ambos hogares.,20,13,20,1,1,1,11.835909661996618,6.591864420450589,83.60923076923078,84.74000000000001,-1.130769230769232,0.65,0,0.5247524752475248,0,0.6923076923076923,0.8,74.0273076923077,65.35000000000002,8.677307692307679,0.2285714285714285,0.1212121212121212,0.2285714285714285,0.8301291465759277,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
30,30,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"Al principio, como ya vimos en el trueque, adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, tuvo la forma de mercancía, pero luego se transformó en dinero-papel, cuentas corrientes y otras formas.","La moneda evolucionó desde ser un objeto tangible hasta convertirse en papel moneda, cheques y otros medios electrónicos.",27,18,19,1,1,1,25.305162456325245,2.449989935918773,57.840000000000025,94.17333333333332,-36.33333333333331,0.6666666666666666,0,0.2661870503597122,0,0.7777777777777778,0.8518518518518519,40.00722222222225,66.77203703703705,-26.7648148148148,0.2051282051282051,0.0,0.2051282051282051,0.7493501901626587,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
31,31,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"¿Son estos sólo sueños, o son metas reales?",¿Estos son sólo sueños o son metas reales?,¿Sólo fantasías o objetivos alcanzables?,8,5,8,1,1,1,26.732064232064232,5.854497694024015,18.440000000000005,96.59,-78.15,0.625,0,0.5060240963855421,0,0.6,0.75,27.39500000000004,97.5975,-70.20249999999997,0.3529411764705882,0.1333333333333333,0.3529411764705882,0.7916086912155151,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
32,32,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente hablando carrera pública.",En los pueblos donde el principio de la elección se extiende a todo no existe la carrera pública.,"En lugares donde todos pueden elegir, no hay realmente una ""carrera pública"".",19,12,18,1,1,1,18.967932323431043,5.336597434165171,68.34,84.62947368421054,-16.289473684210535,0.631578947368421,0,0.6105263157894737,0,0.5,0.6842105263157895,59.85166666666669,66.51394736842106,-6.662280701754369,0.3636363636363637,0.1290322580645161,0.3636363636363637,0.8130783438682556,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
33,33,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"Sin entusiasmo, dijo alguien famoso, nunca se ha podido realizar nada grande.",Sin entusiasmo no se logró nada grande.,Nunca se logra algo grande sin entusiasmo.,12,7,7,1,1,1,41.26489533011272,7.809849842300637,72.26857142857143,68.34,3.928571428571431,0.5833333333333334,0,0.2352941176470588,0,0.2857142857142857,0.5833333333333334,75.23500000000001,59.85166666666669,15.383333333333326,0.5714285714285714,0.1666666666666666,0.2857142857142857,0.8841344714164734,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
34,34,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"Por tanto, este método calcula interés sobre interés.","Por eso, este método calcula interés sobre interés.",Este método también considera el interés ganado en la inversión.,8,10,8,1,1,1,19.962861212861213,4.932351569489708,58.64000000000003,51.59,7.050000000000026,1.25,0,0.5470085470085471,0,0.7,0.625,53.545000000000016,50.8725,2.6725000000000136,0.4,0.2608695652173913,0.4,0.8200998306274414,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
35,35,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,"El resultado es aproximado a $300,000 en seis años.",El resultado es aproximadamente trescientos mil dólares en seis años.,"El resultado sería de aproximadamente 300,000 dólares después de seis años.",10,12,10,1,1,1,47.9512617012617,17.242221289766636,78.34,100.64,-22.3,1.2,0,0.7142857142857143,0,0.5,0.4,70.23500000000001,97.155,-26.919999999999987,0.5714285714285715,0.3076923076923076,0.5714285714285715,0.8932574391365051,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
36,36,few-shot_hariel_llama3_llama3_cfg_3_R1,prompting,Documente todos sus gastos e ingresos o compárelos con lo que usted planificó que iba a gastar en el mes.,Documente todos sus gastos e ingresos y compárelos con lo que usted planificó que iba a gastar en el mes.,Registra todos tus gastos y ingresos para ver si concuerdan con tu presupuesto.,20,13,20,1,1,1,12.798573975044562,2.6957787672008857,83.60923076923078,93.74,-10.130769230769232,0.65,0,0.4782608695652174,0,0.6923076923076923,0.8,74.0273076923077,74.69500000000001,-0.667692307692306,0.2941176470588235,0.0,0.2352941176470588,0.7477951049804688,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
1,37,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",No tiene sentido ni motivación. Estos elementos son esenciales para la competencia.,Sin motivación y sin incentivos no se puede ser exitoso en un ambiente competitivo.,12,14,12,1,1,2,32.203641768859164,3.1251907639724417,70.98285714285716,48.34,22.642857142857157,1.1666666666666667,0,0.5730994152046783,0,0.7142857142857143,0.6666666666666666,59.33500000000001,39.08500000000001,20.25,0.2142857142857142,0.0769230769230769,0.1428571428571428,0.7431338429450989,,5.0,100.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
