row_id,idFinal,source_text,reference_text,idcod,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,lex,rules_list,n_rules,main_rule,main_rule_name,families_list,n_families,main_family,src_words,src_sentences,has_number,has_money,has_percent,n_rules_bucket,length_bucket,lex_bucket,stratum,split_stratum
5,74_LibroBAC.pdf,"Luego de haber obtenido la anterior información y haber hecho acopio de las fuentes bibliográficas y virtuales respectivas, el equipo procedió a realizar la redacción o construcción del libro.",El equipo realizó la redacción del libro luego de obtener la información anterior y reunir las fuentes bibliográficas y virtuales respectivas.,Fiorella,19.0,5.0,6.0,1.0,,,,,,1,"[19, 5, 6, 1]",4,19.0,Sentence Order,"['structural', 'reduction', 'lexical']",3,structural,29,1,0,0,0,r4plus,long,1,fam=structural | rules=r4plus | len=long | num=0 | lex=1,fam=structural | rules=r4plus | len=long
50,2069_LibroBAC.pdf,"Es evidente que no podemos hacer esas proezas, por lo que la eficiencia obliga, por lo general, a producir en gran escala en las empresas.","Evidentemente, no podemos hacer esas proezas. Por lo tanto, la eficiencia obliga a producir en gran escala en las empresas.",Fiorella,15.0,16.0,6.0,,,,,,,0,"[15, 16, 6]",3,15.0,Sentence Length,"['structural', 'reduction', 'lexical']",3,structural,25,1,0,0,0,r3,long,0,fam=structural | rules=r3 | len=long | num=0 | lex=0,fam=structural | rules=r3 | len=long
51,5296_LibroBAC.pdf,"Por otro lado, los activos netos son los activos que se tienen, descontadas o deducidas las deudas, por ejemplo, hipotecas.","Por otro lado, los activos netos son los activos obtenidos tras descontar deudas como la hipoteca, por ejemplo.",Fiorella,5.0,6.0,19.0,,,,,,,0,"[5, 6, 19]",3,5.0,Unnecessary Words,"['reduction', 'lexical', 'structural']",3,reduction,20,1,0,0,0,r3,medium,0,fam=reduction | rules=r3 | len=medium | num=0 | lex=0,fam=reduction | rules=r3 | len=medium
52,5297_LibroBAC.pdf,"Los activos líquidos son un suplemento importante al ingreso presente, especialmente durante periodos de emergencia familiar cuando se necesita la capacidad para gastar más.","Los activos líquidos suplementan al ingreso recibido, especialmente durante periodos de emergencia familiar, cuando se necesita la capacidad para gastar más.",Fiorella,4.0,6.0,,,,,,,,0,"[4, 6]",2,4.0,Ambiguity in Word Meaning,['lexical'],1,lexical,24,1,0,0,0,r2,medium,0,fam=lexical | rules=r2 | len=medium | num=0 | lex=0,fam=lexical | rules=r2 | len=medium
57,5307_LibroBAC.pdf,"Por lo tanto, sume todos sus gastos y el servicio de sus deudas en una cuenta y luego réstelas de su ingreso mensual.","Por lo tanto, tome su ingreso mensual y réstele todos sus gastos y sus deudas.",Fiorella,19.0,5.0,,,,,,,,0,"[19, 5]",2,19.0,Sentence Order,"['structural', 'reduction']",2,structural,23,1,0,0,0,r2,medium,0,fam=structural | rules=r2 | len=medium | num=0 | lex=0,fam=structural | rules=r2 | len=medium
58,5308_LibroBAC.pdf,"Aquí puede terminar también con un saldo negativo, lo cual significa que usted está gastando cada mes más de lo que le entra o recibe.","Tras este proceso, también se puede obtener un saldo negativo. Este resultado significa que está gastando por mes más de lo que recibe.",Fiorella,17.0,2.0,5.0,,,,,,,0,"[17, 2, 5]",3,17.0,Relative Clauses,"['structural', 'lexical', 'reduction']",3,structural,25,1,0,0,0,r3,long,0,fam=structural | rules=r3 | len=long | num=0 | lex=0,fam=structural | rules=r3 | len=long
61,5312_LibroBAC.pdf,"Aun cuando este es un tema que se analizará luego con más detalle en este mismo Libro Maestro, digamos sobre el presupuesto, en visión económica amplia, que el ingreso, al cual ya se hizo alusión, solamente ofrece una parte del panorama económico de individuos y familia.","Este es un tema que se analizará luego con más detalle en este mismo Libro Maestro. Sin embargo, se puede decir que el ingreso solo ofrece una parte del panorama económico de individuos y familia respecto al tema del presupuesto.",Fiorella,15.0,16.0,5.0,19.0,,,,,,0,"[15, 16, 5, 19]",4,15.0,Sentence Length,"['structural', 'reduction']",2,structural,46,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
66,5319_LibroBAC.pdf,"Ella trabajó, entonces, más tiempo en su empresa, lo cual incrementó el ingreso que llevaba a casa.","Entonces, ella trabajó más tiempo en su empresa, lo que incrementó el ingreso llevado a casa.",Fiorella,19.0,8.0,17.0,,,,,,,0,"[19, 8, 17]",3,19.0,Sentence Order,"['structural', 'morphosyntactic']",2,structural,17,1,0,0,0,r3,medium,0,fam=structural | rules=r3 | len=medium | num=0 | lex=0,fam=structural | rules=r3 | len=medium
73,5326_LibroBAC.pdf,"Para realizar el presupuesto, digamos finalmente, que los autores que se han dedicado a este asunto y al de las finanzas personales y familiares, han propuesto diferentes modelos, alguno o algunos de los cuales presentaremos en el capítulo antes aludido.","Finalmente, los autores dedicados a este asunto y al de las finanzas personales y familiares han propuesto diferentes modelos para realizar el presupuesto. Algunos de estos los presentaremos en el capítulo antes mencionado.",Fiorella,7.0,5.0,19.0,15.0,1.0,,,,,1,"[7, 5, 19, 15, 1]",5,7.0,Use of Nominalizations,"['morphosyntactic', 'reduction', 'structural', 'lexical']",4,morphosyntactic,40,1,0,0,0,r4plus,long,1,fam=morphosyntactic | rules=r4plus | len=long | num=0 | lex=1,fam=morphosyntactic | rules=r4plus | len=long
75,5329b_LibroBAC.pdf,"Todo lo anterior está ligado también al desorden con que muchas personas y familias desarrollan sus vidas, careciendo de toda sistematicidad para estar controlando su patrimonio, por pequeño que sea, así como sus ingresos y sus egresos.","Lo anterior se relaciona con que muchas personas y familias desarrollan sus vidas desordenadamente. Es decir, carecen de sistematicidad para estar controlando su patrimonio, sus ingresos y sus egresos.",Fiorella,15.0,19.0,3.0,5.0,16.0,,,,,0,"[15, 19, 3, 5, 16]",5,15.0,Sentence Length,"['structural', 'reduction']",2,structural,37,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
77,5331_LibroBAC.pdf,"Si los presupuestos nos dicen qué tenemos realmente y en qué estamos gastando nuestros ingresos, muchas veces superados por los egresos que nos ponen en una situación permanente de déficit, lo mejor es evadir, como un mecanismo de defensa y no enfrentar esa dolorosa realidad y seguir viviendo al día, cabalgando sobre lo que acontezca o se presente, aunque con la complicidad del silencio y obviamente de la ausencia de decisiones remediales.","Los presupuestos nos dicen qué tenemos y en qué gastamos nuestros ingresos, los cuales muchas veces son superados por los egresos y provocan un déficit permanente. Por esto, parece mejor evadir esta situación, no enfrentar esa dolorosa realidad y seguir viviendo el día a día con esa complicidad del silencio. Sin embargo, así no se obtienen decisiones remediales.",Fiorella,15.0,16.0,5.0,19.0,,,,,,0,"[15, 16, 5, 19]",4,15.0,Sentence Length,"['structural', 'reduction']",2,structural,72,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
86,5347_LibroBAC.pdf,"Por lo tanto, a medida que les explico algunas de las barreras básicas a las cuales se tienen que enfrentar para superarlas, me doy cuenta que mucho de lo que les voy a relatar lo aprendí por la vía difícil.","Por lo tanto, les expliqué algunas de las barreras básicas a enfrentar para superarlas. Ahora, voy a relatar lo que aprendí por la vía difícil.",Fiorella,15.0,17.0,4.0,5.0,,,,,,0,"[15, 17, 4, 5]",4,15.0,Sentence Length,"['structural', 'lexical', 'reduction']",3,structural,40,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
88,5352_LibroBAC.pdf,"Luego, el mismo autor agrega, y aunque extenso, pero dada su importancia lo transcribiremos en toda su dimensión:","Luego, el mismo autor agrega una opinión extensa, pero se trascribirá completa por su importancia:",Fiorella,16.0,19.0,1.0,,,,,,,1,"[16, 19, 1]",3,16.0,Parenthetical Phrases,"['reduction', 'structural', 'lexical']",3,reduction,18,1,0,0,0,r3,medium,1,fam=reduction | rules=r3 | len=medium | num=0 | lex=1,fam=reduction | rules=r3 | len=medium
92,7617b_LibroBAC.pdf,"Muchas personas, más de las que uno pueda imaginarse, no tienen el hábito de presupuestar sus gastos con base en sus ingresos y en las necesidades que la vida les plantea cotidianamente para su subsistencia.",Muchas personas no tienen el hábito de presupuestar sus gastos con base en sus ingresos y en las necesidades cotidianas para su subsistencia.,Fiorella,15.0,16.0,5.0,,,,,,,0,"[15, 16, 5]",3,15.0,Sentence Length,"['structural', 'reduction']",2,structural,35,1,0,0,0,r3,long,0,fam=structural | rules=r3 | len=long | num=0 | lex=0,fam=structural | rules=r3 | len=long
93,7643_LibroBAC.pdf,"Este comportamiento puede obedecer a varias causas, mencionamos dos que consideramos sustanciales: la primera, que somos producto de una educación, que como ya lo hemos expresado, no nos educa en planificación ni en finanzas para la vida, considerando tales conocimientos y habilidades exclusivos para especialistas y segundo, quizás por el miedo que invade a muchas personas al descubrir cuánto gastan cada mes y cómo lo gastan, fundamentalmente por haber sido atrapados por una sociedad que cada vez es más consumista, porque como dice Rivers: Las cosas nos proporcionan comodidad, seguridad y evidencia de nuestro éxito.","Este comportamiento tiene varias causas, aunque mencionamos dos esenciales. En primer lugar, somos producto de una educación que no nos educa en planificación ni en finanzas para la vida. Esto porque se considera como conocimientos y habilidades exclusivos para especialistas. En segundo lugar, muchas personas sienten miedo al descubrir cuánto y cómo gastan cada mes, principalmente por pertenecer a una sociedad cada vez más consumista. Respecto a lo anterior, Rivers dice que las cosas nos proporcionan comodidad, seguridad y evidencia nuestro éxito.",Fiorella,15.0,5.0,1.0,4.0,16.0,17.0,19.0,2.0,,1,"[15, 5, 1, 4, 16, 17, 19, 2]",8,15.0,Sentence Length,"['structural', 'reduction', 'lexical']",3,structural,95,1,0,0,0,r4plus,long,1,fam=structural | rules=r4plus | len=long | num=0 | lex=1,fam=structural | rules=r4plus | len=long
94,7649_LibroBAC.pdf,"Dichas personas, ante sus temores, prefieren vivir en la oscuridad, con la esperanza de que todo esté marchando bien, sin entender que la peor solución que podemos darle a nuestros problemas financieros es ignorarlos, pretendiendo que se solucionen por sí solos.","Dichas personas prefieren vivir en la oscuridad y con la esperanza de que todo progrese bien en presencia de sus temores. Sin embargo, la peor solución para nuestros problemas financieros es ignorarlos y pretender que se solucionen solos.",Fiorella,21.0,15.0,2.0,4.0,17.0,19.0,5.0,,,0,"[21, 15, 2, 4, 17, 19, 5]",7,21.0,Use of Complex Punctuation Marks,"['structural', 'lexical', 'reduction']",3,structural,41,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
95,7650_LibroBAC.pdf,"La misma fuente citada, continúa señalando, que: Ya sea que tengas $13.000 al año o $250 a la semana, si no elaboras un presupuesto, nunca lograrás el control absoluto de tus finanzas.",La misma fuente citada señala que nunca lograrás el control absoluto de tus finanzas si no elaboras un presupuesto. Aunque tengas trece mil dólares al año o doscientos cincuenta dólares a la semana.,Fiorella,21.0,14.0,19.0,15.0,,,,,,0,"[21, 14, 19, 15]",4,21.0,Use of Complex Punctuation Marks,['structural'],1,structural,32,2,1,1,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=1 | lex=0,fam=structural | rules=r4plus | len=long
97,7624_LibroBAC.pdf,"Sé que te tomará algún tiempo hacer esto, pero este tiempo no es nada comparado con lo que este ejercicio puede representar para tu futuro financiero.","Te tomará algún tiempo hacer esto, pero este ejercicio puede ser sumamente favorable para tu futuro financiero.",Fiorella,17.0,5.0,4.0,,,,,,,0,"[17, 5, 4]",3,17.0,Relative Clauses,"['structural', 'reduction', 'lexical']",3,structural,26,1,0,0,0,r3,long,0,fam=structural | rules=r3 | len=long | num=0 | lex=0,fam=structural | rules=r3 | len=long
114,7675_LibroBAC.pdf,"Esto, sumado al hecho de que muchas de ellas tienden a no diferir ningún tipo de gastos, da como resultado que nunca sepan con cuanto dinero cuentan al fin del mes.","Esto provoca que nunca sepan con cuánto dinero cuentan al fin de mes. Además, muchas de ellas no diferencian ningún tipo de gastos.",Fiorella,15.0,19.0,6.0,5.0,17.0,,,,,0,"[15, 19, 6, 5, 17]",5,15.0,Sentence Length,"['structural', 'lexical', 'reduction']",3,structural,31,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
115,7677_LibroBAC.pdf,"Uno de los mayores problemas que enfrentan las personas, las corporaciones, los gobiernos, e incluso los países, es que tienden a gastar más de lo que tienen, y la mayor barrera que encuentran es querer reducir sus deudas sin cambiar los malos hábitos que los han conducido a dicha situación.","Uno de los mayores problemas de las personas, corporaciones, gobiernos y países es la tendencia a gastar más de lo que tienen. Además, la mayor barrera presente es querer reducir sus deudas sin cambiar los malos hábitos que los llevaron a esa situación.",Fiorella,15.0,17.0,5.0,6.0,4.0,,,,,0,"[15, 17, 5, 6, 4]",5,15.0,Sentence Length,"['structural', 'reduction', 'lexical']",3,structural,50,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
118,7683_LibroBAC.pdf,"El comportamiento del ingreso marca etapas o ciclos financieros bien diferenciados a lo largo de la vida: La primera etapa que va hasta los 18 años, es el lapso de la educación básica y se caracteriza por ser un periodo sin ingreso, un periodo de dependencia de los padres.","El comportamiento del ingreso marca etapas o ciclos diferenciados durante la vida. La primera etapa va hasta los dieciocho años y es el lapso de la educación básica. Además, se caracteriza por ser un periodo sin ingreso y de dependencia de los padres.",Fiorella,15.0,14.0,5.0,,,,,,,0,"[15, 14, 5]",3,15.0,Sentence Length,"['structural', 'reduction']",2,structural,49,1,1,0,0,r3,long,0,fam=structural | rules=r3 | len=long | num=1 | lex=0,fam=structural | rules=r3 | len=long
120,7686_LibroBAC.pdf,"La segunda, entre los 18 y los 30 años, aproximadamente, es la etapa de la formación profesional, en la cual elegimos una carrera, una profesión o un oficio que nos permita empezar a generar nuestros propios ingresos, ganar la independencia financiera y a definir nuestro futuro económico.","La segunda va aproximadamente entre los dieciocho y los treinta años y es la etapa de la formación profesional, pues elegimos una carrera, profesión u oficio. De esta forma, podemos empezar a generar nuestros propios ingresos, ganar independencia financiera y definir nuestro futuro económico.",Fiorella,14.0,15.0,16.0,17.0,5.0,19.0,,,,0,"[14, 15, 16, 17, 5, 19]",6,14.0,Use of Numerical Expressions,"['structural', 'reduction']",2,structural,47,1,1,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=1 | lex=0,fam=structural | rules=r4plus | len=long
122,7689_LibroBAC.pdf,"Aquí se adquieren la mayoría de los bienes esenciales: la casa, los muebles y, en fin, todo el bagaje que implica el desarrollo de una familia.","Aquí se adquieren la mayoría de los bienes esenciales, como la casa, los muebles y todo lo necesario para el desarrollo de una familia.",Fiorella,16.0,3.0,1.0,6.0,,,,,,1,"[16, 3, 1, 6]",4,16.0,Parenthetical Phrases,"['reduction', 'lexical']",2,reduction,26,1,0,0,0,r4plus,long,1,fam=reduction | rules=r4plus | len=long | num=0 | lex=1,fam=reduction | rules=r4plus | len=long
123,7691_LibroBAC.pdf,"Para lograr una buena administración de los recursos financieros, si aún no se ha hecho, es imprescindible iniciar un programa regular de planificación financiera.",Iniciar un programa regular de planificación financiera es necesario para lograr una buena administración de los recursos financieros.,Fiorella,19.0,1.0,16.0,,,,,,,1,"[19, 1, 16]",3,19.0,Sentence Order,"['structural', 'lexical', 'reduction']",3,structural,24,1,0,0,0,r3,medium,1,fam=structural | rules=r3 | len=medium | num=0 | lex=1,fam=structural | rules=r3 | len=medium
125,7693_LibroBAC.pdf,"Sin embargo, hay partes del mismo, tales como el presupuesto de ingresos y gastos que deben revisarse con mucha mayor regularidad.","Sin embargo, deben revisarse con mayor regularidad ciertas partes del mismo, como el presupuesto de ingresos y gastos.",Fiorella,9.0,5.0,19.0,,,,,,,0,"[9, 5, 19]",3,9.0,Subordinating Conjunctions,"['morphosyntactic', 'reduction', 'structural']",3,morphosyntactic,21,1,0,0,0,r3,medium,0,fam=morphosyntactic | rules=r3 | len=medium | num=0 | lex=0,fam=morphosyntactic | rules=r3 | len=medium
127,7699_LibroBAC.pdf,Más o menos a los 56 años se inicia la etapa del pre-retiro.,La etapa del pre-retiro inicia aproximadamente a los cincuenta y seis años.,Fiorella,14.0,19.0,5.0,6.0,,,,,,0,"[14, 19, 5, 6]",4,14.0,Use of Numerical Expressions,"['structural', 'reduction', 'lexical']",3,structural,13,1,1,0,0,r4plus,medium,0,fam=structural | rules=r4plus | len=medium | num=1 | lex=0,fam=structural | rules=r4plus | len=medium
133,7710a_LibroBAC.pdf,"La persona consciente y quizás inteligente porque vive en la realidad y es capaz de visualizar el futuro, en la perspectiva de los cambios, ahorra para tal futuro y asume el control de su situación financiera teniendo en cuenta todos los aspectos de su vida.","La persona consciente e inteligente vive en la realidad y visualiza el futuro respecto a los cambios. Por esto, ahorra para el futuro y asume el control de su situación financiera considerando todos los aspectos de su vida.",Fiorella,15.0,5.0,6.0,,,,,,,0,"[15, 5, 6]",3,15.0,Sentence Length,"['structural', 'reduction', 'lexical']",3,structural,45,1,0,0,0,r3,long,0,fam=structural | rules=r3 | len=long | num=0 | lex=0,fam=structural | rules=r3 | len=long
135,7712_LibroBAC.pdf,"Permite realmente a una persona administrar el dinero que gana, cualquiera que sea la cantidad, así como fijar metas financieras de la misma manera que se fijan metas personales y profesionales.","Permite a una persona administrar el dinero que gana sin importar la cantidad. Además, facilita fijar metas financieras como se fijan metas personales y profesionales.",Fiorella,15.0,16.0,5.0,6.0,,,,,,0,"[15, 16, 5, 6]",4,15.0,Sentence Length,"['structural', 'reduction', 'lexical']",3,structural,31,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
137,7715_LibroBAC.pdf,"Si la persona está casada, ella incluirá tanto las metas personales como las de su familia, las cuales deben elaborar participativa y consensualmente y no a su propia manera y menos autoritariamente.","La persona incluirá tanto metas personales y como familiares si está casada. Estas metas deben elaborarse participativamente y por acuerdo, no a su propia manera y menos autoritariamente.",Fiorella,21.0,15.0,5.0,,,,,,,0,"[21, 15, 5]",3,21.0,Use of Complex Punctuation Marks,"['structural', 'reduction']",2,structural,32,1,0,0,0,r3,long,0,fam=structural | rules=r3 | len=long | num=0 | lex=0,fam=structural | rules=r3 | len=long
138,7716_LibroBAC.pdf,Creer que el presupuesto es solamente para personas pobres o con bajos recursos e ingresos o para quienes se encuentran enfrentando situaciones difíciles.,Creer que el presupuesto solo es para personas con bajos recursos e ingresos o para quienes enfrentan situaciones difíciles.,Fiorella,19.0,5.0,6.0,,,,,,,0,"[19, 5, 6]",3,19.0,Sentence Order,"['structural', 'reduction', 'lexical']",3,structural,23,1,0,0,0,r3,medium,0,fam=structural | rules=r3 | len=medium | num=0 | lex=0,fam=structural | rules=r3 | len=medium
144,7730_LibroBAC.pdf,"qué requisitos me piden (monto mínimo, documentación, cuenta de cheques, etc.",Este debes aplicarlo mensualmente y puedes adaptarlo a tu situación personal o familiar al agregar o quitar conceptos.,Fiorella,5.0,6.0,16.0,,,,,,,0,"[5, 6, 16]",3,5.0,Unnecessary Words,"['reduction', 'lexical']",2,reduction,11,1,0,0,0,r3,short,0,fam=reduction | rules=r3 | len=short | num=0 | lex=0,fam=reduction | rules=r3 | len=short
149,10132_LibroBAC.pdf,"Esto se dice fácil, pero recuerda que quien al final toma las decisiones sobre tu dinero eres tú.","Esto parece fácil, pero recuerda que tú tomas las decisiones sobre tu dinero.",Fiorella,4.0,17.0,19.0,6.0,5.0,,,,,0,"[4, 17, 19, 6, 5]",5,4.0,Ambiguity in Word Meaning,"['lexical', 'structural', 'reduction']",3,lexical,18,1,0,0,0,r4plus,medium,0,fam=lexical | rules=r4plus | len=medium | num=0 | lex=0,fam=lexical | rules=r4plus | len=medium
